rep,k,n_lambda,mu,sigma,min_size,filename,maxima,maxvals,loc,scale,shape,loc_se,scale_se,shape_se
3,20,30,50,17,10,rep3_k20_lambda30_mu50,,,85.92117784211486,9.732824135225904,0.00808383772886721,2.4247858636630437,1.7427901916421036,0.15527782788192387
3,20,200,50,17,10,rep3_k20_lambda200_mu50,,,94.15539918970939,6.058847806615168,-0.12648407555866398,1.5218316270651056,1.0861579502594207,0.1575937737913921
3,20,10000,50,17,10,rep3_k20_lambda10000_mu50,,,114.02796969320438,4.095231984709977,0.12849450883776298,1.0271470634144473,0.7789791798185302,0.16597311733054423
3,30,50,50,17,10,rep3_k30_lambda50_mu50,,,88.10674421966301,7.963993185759652,-0.47637923563043205,1.6527417430224869,1.3172873248730628,0.17277591102817738
3,30,2000,50,17,10,rep3_k30_lambda2000_mu50,,,106.39840333861837,4.681038639640458,-0.24916265469161536,0.9674017760846527,0.6992832811739489,0.1471573196763676
3,100,30,50,17,10,rep3_k100_lambda30_mu50,,,80.07669535494752,7.426760723093149,-0.09504189408859748,0.8381825145837719,0.6016982557166488,0.07569293292824991
3,100,200,50,17,10,rep3_k100_lambda200_mu50,,,93.86358493166426,6.134113025332718,-0.06552605364076144,0.696881302073529,0.5044403620232912,0.0791083526744655
3,100,10000,50,17,10,rep3_k100_lambda10000_mu50,,,113.0212294150853,4.556428085014248,-0.0635728964676726,0.5120159883650957,0.36807249048708285,0.07170116705350732
4,3,50,50,17,10,rep4_k3_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
4,3,2000,50,17,10,rep4_k3_lambda2000_mu50,,,NA,NA,NA,NA,NA,NA
4,5,30,50,17,10,rep4_k5_lambda30_mu50,,,83.6772028645778,7.060630303043205,-0.9820605095866078,3.109679593707186,3.049125271600981,2.0000148942645508e-6
4,5,200,50,17,10,rep4_k5_lambda200_mu50,,,95.25175716315503,2.1429650288236353,0.11547786786763584,1.1671844265685372,0.9198127837867985,0.5122079541510943
4,5,10000,50,17,10,rep4_k5_lambda10000_mu50,,,111.51005129355968,3.9541458424010925,0.040121738375580106,2.220300163608383,1.7442588943108925,0.5668983717930777
4,10,50,50,17,10,rep4_k10_lambda50_mu50,,,81.12982183650128,6.269265147574773,-0.2685418551935452,2.5752575609566026,2.132792886789258,0.4732590961948487
4,10,2000,50,17,10,rep4_k10_lambda2000_mu50,,,107.09795510257071,4.476238526605489,-0.1960230040552454,1.7245265194018784,1.3375742533113741,0.368707995860135
4,20,30,50,17,10,rep4_k20_lambda30_mu50,,,83.43959478699276,8.09392017343899,-0.5906926364659341,2.329456309696935,2.3202654775592535,0.38251937867270347
4,20,200,50,17,10,rep4_k20_lambda200_mu50,,,92.97397849017194,6.827363638723289,-0.01927889022040694,1.6951568581088328,1.1981827343242082,0.1431573950911877
4,20,10000,50,17,10,rep4_k20_lambda10000_mu50,,,115.01380882482412,5.339992869021133,-0.15402272368584957,1.319238053102121,0.9042354031723038,0.13954825190823394
4,30,50,50,17,10,rep4_k30_lambda50_mu50,,,83.89530452870521,8.808938607297069,-0.20736401449791014,1.7982099111599434,1.279798536319178,0.13009370622806404
4,30,2000,50,17,10,rep4_k30_lambda2000_mu50,,,106.94140157344765,4.728511973829866,0.008317770532134927,0.9992832342684852,0.7422021215110122,0.16438481647425224
4,100,30,50,17,10,rep4_k100_lambda30_mu50,,,80.00155003524735,8.412693244862687,-0.14364410178399892,0.9462893908611298,0.6696555110577262,0.0744895275434962
4,100,200,50,17,10,rep4_k100_lambda200_mu50,,,95.4481007970612,5.876807540431419,-0.152778438747692,0.6423565231887816,0.4378943835176493,0.053955476678365914
4,100,10000,50,17,10,rep4_k100_lambda10000_mu50,,,112.50931504509317,4.674966480535438,0.02213355147614044,0.539703256656391,0.40190602305520057,0.08802985463238366
5,3,50,50,17,10,rep5_k3_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
5,3,2000,50,17,10,rep5_k3_lambda2000_mu50,,,NA,NA,NA,NA,NA,NA
5,5,30,50,17,10,rep5_k5_lambda30_mu50,,,NA,NA,NA,NA,NA,NA
5,5,200,50,17,10,rep5_k5_lambda200_mu50,,,93.58892530210933,7.965551983736294,-0.9997301529629409,3.5400182113319656,3.548412231852905,2.0000154138850124e-6
5,5,10000,50,17,10,rep5_k5_lambda10000_mu50,,,112.73051529574857,1.3161102648207605,0.4788505712627537,0.7237640401647226,0.6757684841931973,0.5789100670304519
5,10,50,50,17,10,rep5_k10_lambda50_mu50,,,84.69824920284951,4.788123465979841,-0.29200947118993337,1.7328722251557387,1.288185616949067,0.27854288116129367
5,10,2000,50,17,10,rep5_k10_lambda2000_mu50,,,107.73699185996836,4.464214397700502,-0.15025911039454445,3.7091523344035333,3.6160198865640814,1.4518910114715786
5,20,30,50,17,10,rep5_k20_lambda30_mu50,,,80.41300178186724,10.384978157172965,-0.19900605612627897,2.5715370619097633,1.7690946212833494,0.14391652833592286
5,20,200,50,17,10,rep5_k20_lambda200_mu50,,,96.53204214645923,5.639529151450719,-0.5663801682688875,1.401324360102624,1.1629532434283254,0.19540730896453581
5,20,10000,50,17,10,rep5_k20_lambda10000_mu50,,,113.50758176000866,3.2236166319360384,0.1166881427217965,0.9381846381916541,0.7612177791402923,0.31653290250856003
5,30,50,50,17,10,rep5_k30_lambda50_mu50,,,82.25590170923243,5.54041281880019,-0.06207126940633628,1.1308655738577622,0.7996044083727731,0.12918809805442388
5,30,2000,50,17,10,rep5_k30_lambda2000_mu50,,,104.50721502290456,4.066121209876948,0.061657268564605995,0.8631282996022487,0.6544891204385515,0.1687196012038638
5,100,30,50,17,10,rep5_k100_lambda30_mu50,,,80.20687822971382,8.71101647076171,-0.16947812775084378,0.9728824343299616,0.6887346418036824,0.06967297509299059
5,100,200,50,17,10,rep5_k100_lambda200_mu50,,,93.61164482981816,6.342530636966757,-0.28825755638376466,0.6874250725598157,0.4687691772517749,0.05030210590460169
5,100,10000,50,17,10,rep5_k100_lambda10000_mu50,,,113.07868455390505,3.7057277040876286,-0.05041674619049421,0.41814076155582286,0.3006664494336323,0.07485900957978917
6,3,50,50,17,10,rep6_k3_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
6,3,2000,50,17,10,rep6_k3_lambda2000_mu50,,,NA,NA,NA,NA,NA,NA
6,5,30,50,17,10,rep6_k5_lambda30_mu50,,,NA,NA,NA,NA,NA,NA
6,5,200,50,17,10,rep6_k5_lambda200_mu50,,,93.3280084559007,6.606032448214206,-1.0064514472545159,3.11092868028426,3.1330007462569527,2.000014148858319e-6
6,5,10000,50,17,10,rep6_k5_lambda10000_mu50,,,108.70735128247024,1.8533426019000712,0.1375801153987356,1.127327621647029,0.9318807355865134,0.7182407511168191
6,10,50,50,17,10,rep6_k10_lambda50_mu50,,,83.20569128105289,5.192113087149832,-0.48163173969726747,1.8682049723371548,1.503459781621829,0.30205751195738517
6,10,2000,50,17,10,rep6_k10_lambda2000_mu50,,,102.87283898934726,2.641511918212978,0.28575674274742335,1.2300816096757456,1.0713277925891767,0.6081845466150628
6,20,30,50,17,10,rep6_k20_lambda30_mu50,,,79.01262893744472,5.090660949981889,0.033950944323938234,1.6487379984996675,1.3739693971210214,0.41248787416613025
6,20,200,50,17,10,rep6_k20_lambda200_mu50,,,93.54864265014167,5.84904465047146,-0.09147661838110119,1.4516457402340615,1.0132624809350252,0.14607316875369497
6,20,10000,50,17,10,rep6_k20_lambda10000_mu50,,,113.26215309855873,3.7753146968124347,0.030274030565794335,0.9280404949829943,0.6594055170849875,0.13402564480114523
6,30,50,50,17,10,rep6_k30_lambda50_mu50,,,86.78975008428857,4.803935250918654,-0.27003598205102525,1.0118219001976492,0.7602861699757055,0.16735392368185498
6,30,2000,50,17,10,rep6_k30_lambda2000_mu50,,,106.99178909656074,4.701117929433611,-0.20011705755012787,0.940455134781466,0.6453122328894931,0.10475883300149984
6,100,30,50,17,10,rep6_k100_lambda30_mu50,,,82.08862473495269,9.153123161132614,-0.2960474645613013,1.0153164710886362,0.72100536214032,0.0686473846016878
6,100,200,50,17,10,rep6_k100_lambda200_mu50,,,93.29249863239284,5.875372568241626,-0.05491524780961438,0.6523377437114276,0.4609608321117072,0.06422471406776181
6,100,10000,50,17,10,rep6_k100_lambda10000_mu50,,,114.02882440415254,4.794677094842785,-0.084194987159113,0.5395796504048855,0.3855472609531386,0.07317718263672068
7,3,50,50,17,10,rep7_k3_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
7,3,2000,50,17,10,rep7_k3_lambda2000_mu50,,,110.19321751769961,5.693102388925889,-1.0018238525363004,3.4819640212131553,3.493807435370663,2.0000080847813472e-6
7,5,30,50,17,10,rep7_k5_lambda30_mu50,,,81.40051693830542,4.728039905892485,-0.18113944255892384,2.4349363116364167,1.7590401690013828,0.3981724826191276
7,5,200,50,17,10,rep7_k5_lambda200_mu50,,,98.33646095638673,7.424749079133268,-1.2642131111168582,2.0000111446113106e-6,2.000011191540547e-6,2.000010817680519e-6
7,5,10000,50,17,10,rep7_k5_lambda10000_mu50,,,113.83789647221631,0.7708781128077846,-0.08303465345665904,0.49753831192428605,0.4164812906981632,0.832031681130227
7,10,50,50,17,10,rep7_k10_lambda50_mu50,,,84.79742537641646,10.339523523958677,-0.35761572543216275,3.685950749990466,2.7421707774254234,0.26008395025369807
7,10,2000,50,17,10,rep7_k10_lambda2000_mu50,,,103.9128648642589,5.214842696542714,-0.2260647721142784,1.9195621979376405,1.419965803042811,0.3020272104786339
7,20,30,50,17,10,rep7_k20_lambda30_mu50,,,80.1968832196951,3.568222781329063,0.0033781202189429775,0.8888333963790245,0.6368468620958068,0.15149754749572095
7,20,200,50,17,10,rep7_k20_lambda200_mu50,,,94.60258286886734,5.769801976219293,-0.5466677091991949,1.4407838006897373,1.2038922230485278,0.19906587629235378
7,20,10000,50,17,10,rep7_k20_lambda10000_mu50,,,112.86744930471924,4.446259647513344,-0.21205502962104847,1.1250350551939023,0.7992185502159344,0.17952240044598577
7,30,50,50,17,10,rep7_k30_lambda50_mu50,,,86.44154704551003,7.8881574615801,-0.4671303681830684,1.583683125715814,1.182670792370501,0.1304762836537689
7,30,2000,50,17,10,rep7_k30_lambda2000_mu50,,,105.78661009102376,4.755992722007182,-0.11414323816345616,0.9676492643014586,0.6820727105391626,0.12051587052561163
7,100,30,50,17,10,rep7_k100_lambda30_mu50,,,79.78065391120828,7.307837860912341,-0.14728083389832913,0.8056854149530315,0.5646921990000066,0.06014443955662602
7,100,200,50,17,10,rep7_k100_lambda200_mu50,,,93.72038316268616,6.07267598620868,-0.1288890383373017,0.6608233855462975,0.44576922783622747,0.04879289878955522
7,100,10000,50,17,10,rep7_k100_lambda10000_mu50,,,112.44914867729157,4.368915558587291,0.058056430281966255,0.4937760872852905,0.3668161128371741,0.07614229929680323
8,3,50,50,17,10,rep8_k3_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
8,3,2000,50,17,10,rep8_k3_lambda2000_mu50,,,NA,NA,NA,NA,NA,NA
8,5,30,50,17,10,rep8_k5_lambda30_mu50,,,NA,NA,NA,NA,NA,NA
8,5,200,50,17,10,rep8_k5_lambda200_mu50,,,92.73122187799824,5.050609582238997,-0.009348817883827305,3.092669967629275,2.5200765543666575,0.732176327488493
8,5,10000,50,17,10,rep8_k5_lambda10000_mu50,,,NA,NA,NA,NA,NA,NA
8,10,50,50,17,10,rep8_k10_lambda50_mu50,,,86.43844426491151,6.912286565593243,-0.03844206792764111,2.4677243024881377,1.7689952174001256,0.23623096779284594
8,10,2000,50,17,10,rep8_k10_lambda2000_mu50,,,107.52879479063701,3.2117898435764496,-0.6160012442404978,1.1782915518119055,1.0554819884757942,0.37201734962604777
8,20,30,50,17,10,rep8_k20_lambda30_mu50,,,81.38589148431825,5.915194278791204,-0.03873507300256489,1.5084294069283093,1.096675194831324,0.1815398954693955
8,20,200,50,17,10,rep8_k20_lambda200_mu50,,,94.93167333949594,5.676649020230867,0.17416956820054338,1.5291513855344818,1.2251385124676453,0.24634690086459082
8,20,10000,50,17,10,rep8_k20_lambda10000_mu50,,,113.19877004673509,3.096418608319907,-0.17329213284534373,0.8171235300608589,0.6150827514821515,0.2238309388071636
8,30,50,50,17,10,rep8_k30_lambda50_mu50,,,86.35729997964293,8.91166916269229,-0.2393834808042201,1.8484467158136497,1.3358051136112146,0.1504803461398404
8,30,2000,50,17,10,rep8_k30_lambda2000_mu50,,,106.8960950842681,4.087436818979689,-0.042061112616296185,0.8268067696348324,0.5818593669107116,0.11978375018708703
8,100,30,50,17,10,rep8_k100_lambda30_mu50,,,80.22152763173126,7.614969062000911,-0.06447661615059895,0.8437396384524205,0.5932379967905466,0.06287342016789335
8,100,200,50,17,10,rep8_k100_lambda200_mu50,,,93.27385749844828,5.253375406106608,-0.0298417155309448,0.5890838944721708,0.4223372003302879,0.07063834305612968
8,100,10000,50,17,10,rep8_k100_lambda10000_mu50,,,113.98339294166453,4.069794158262389,-0.07126254753653381,0.45387186839655885,0.32124814885727465,0.06822662745873169
9,3,50,50,17,10,rep9_k3_lambda50_mu50,,,94.36342307438882,7.959798144592351,-0.15524384573973354,9.187234570161301,8.542635000604443,1.8700927870458923
9,3,2000,50,17,10,rep9_k3_lambda2000_mu50,,,111.1541292399016,6.4543718878363485,0.22062334967491537,7.129842933999917,6.27553587395761,1.692094279267994
9,5,30,50,17,10,rep9_k5_lambda30_mu50,,,NA,NA,NA,NA,NA,NA
9,5,200,50,17,10,rep9_k5_lambda200_mu50,,,NA,NA,NA,NA,NA,NA
9,5,10000,50,17,10,rep9_k5_lambda10000_mu50,,,NA,NA,NA,NA,NA,NA
9,10,50,50,17,10,rep9_k10_lambda50_mu50,,,85.57297723468,3.035610254642982,0.8511620824735087,1.3493183518198424,1.50194154914834,0.6352992838768077
9,10,2000,50,17,10,rep9_k10_lambda2000_mu50,,,107.29495358192153,5.386824228080835,-0.31162281095351274,2.020330010240954,1.5731320569158829,0.3447833813245608
9,20,30,50,17,10,rep9_k20_lambda30_mu50,,,84.44164814863049,8.614986804541548,-0.3299455066660691,2.110984404019936,1.4864199954775508,0.13472669420710834
9,20,200,50,17,10,rep9_k20_lambda200_mu50,,,95.35127696814423,5.018370422247172,-0.05942073377376934,1.305061828091993,0.9616169062885287,0.2067199045166165
9,20,10000,50,17,10,rep9_k20_lambda10000_mu50,,,114.1459866389074,3.7334522790658062,0.11323809707165423,0.9432547953128155,0.716813840241749,0.1766099262784307
9,30,50,50,17,10,rep9_k30_lambda50_mu50,,,88.99778452833444,7.9633509775023255,-0.4247876573968403,1.6814425216228277,1.3397440442562285,0.18588784073022696
9,30,2000,50,17,10,rep9_k30_lambda2000_mu50,,,105.9024618298217,4.075433819020039,0.1142443258675507,0.8656678796860822,0.6690841266559048,0.17198836036922208
9,100,30,50,17,10,rep9_k100_lambda30_mu50,,,81.01143610892012,7.730494894904202,-0.13709104880580575,0.8507401774042945,0.5833547029493925,0.059138246871142185
9,100,200,50,17,10,rep9_k100_lambda200_mu50,,,93.96313588934325,5.51070201260979,-0.015160213419634107,0.6308928168234805,0.4636075333277397,0.08240327885685506
9,100,10000,50,17,10,rep9_k100_lambda10000_mu50,,,114.05308603093677,4.361001583181023,0.0013575664833610577,0.4925249867584404,0.3583355488917106,0.07525592710583691
10,3,50,50,17,10,rep10_k3_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
10,3,2000,50,17,10,rep10_k3_lambda2000_mu50,,,NA,NA,NA,NA,NA,NA
10,5,30,50,17,10,rep10_k5_lambda30_mu50,,,83.98492601024181,6.132535889283793,-0.0036584491847347074,3.9092366864978985,3.2374061080070056,0.8041821097620386
10,5,200,50,17,10,rep10_k5_lambda200_mu50,,,NA,NA,NA,NA,NA,NA
10,5,10000,50,17,10,rep10_k5_lambda10000_mu50,,,113.02036884641258,1.676040828182655,0.5574435991717998,0.9846470099351812,0.9532165839778655,0.7093437143974243
10,10,50,50,17,10,rep10_k10_lambda50_mu50,,,89.4471949465451,7.819561998438171,-0.40027613282740976,2.756194683352937,2.0417768026644,0.24351887450942247
10,10,2000,50,17,10,rep10_k10_lambda2000_mu50,,,105.77905545481747,4.5318372949946,0.06262532626794542,1.6854705736505515,1.2838302337063288,0.30543948551311817
10,20,30,50,17,10,rep10_k20_lambda30_mu50,,,84.67296211508993,9.155946719247064,-0.22302489906738002,2.285126763465579,1.6192803275250685,0.15771232631561083
10,20,200,50,17,10,rep10_k20_lambda200_mu50,,,95.93072870899134,5.893872659496895,-0.41715538844617717,1.651557074789054,1.426632886775033,0.3162096412265918
10,20,10000,50,17,10,rep10_k20_lambda10000_mu50,,,112.39175697420788,3.687420771109012,-0.11050087960500139,0.9393586921064986,0.6763600105924529,0.17995114219263125
10,30,50,50,17,10,rep10_k30_lambda50_mu50,,,84.17198613137887,4.907641164601377,0.09052655003004842,0.9989579030675166,0.7434636652305683,0.12593818195950107
10,30,2000,50,17,10,rep10_k30_lambda2000_mu50,,,104.28313625014708,4.1008993839641015,0.08776727280030772,0.8535074700692495,0.6461564168609654,0.15382210135008534
10,100,30,50,17,10,rep10_k100_lambda30_mu50,,,82.0405321236641,7.4469716573447595,-0.061366992372488306,0.8363396253432958,0.5967051585755508,0.07201601669090879
10,100,200,50,17,10,rep10_k100_lambda200_mu50,,,94.38134062425998,5.931658286102189,-0.0912389295297946,0.6700026450685115,0.48119449550328053,0.07537212049300505
10,100,10000,50,17,10,rep10_k100_lambda10000_mu50,,,113.36840303907007,3.696201040429608,0.0028387283939793296,0.4141597124437881,0.2998546928472377,0.07172605447355904
1,3,50,100,34,10,rep1_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
1,3,2000,100,34,10,rep1_k3_lambda2000_mu100,,,212.82881430766847,1.8509774478814092,-1.0798414252658866,2.0000035382863347e-6,2.0000035443112203e-6,2.0000034954124983e-6
1,5,30,100,34,10,rep1_k5_lambda30_mu100,,,172.54935904949144,2.6012282622468472,1.0507900683800644,1.7284809839749247,2.0706414223510294,1.0706508039723255
1,5,200,100,34,10,rep1_k5_lambda200_mu100,,,193.28752430240314,6.238751918763239,-0.2858425194744884,3.266816756160308,2.4562331464237235,0.4525258559442874
1,5,10000,100,34,10,rep1_k5_lambda10000_mu100,,,230.5904381274126,2.407572574858481,0.024397054653346635,1.2841461944522397,0.97537943708556,0.46674387787161553
1,10,50,100,34,10,rep1_k10_lambda50_mu100,,,167.54024751705703,14.809416884600086,-0.18219402450042257,5.49532582269715,4.054714947402043,0.31434171725375404
1,10,2000,100,34,10,rep1_k10_lambda2000_mu100,,,212.7293338060057,7.694079188029436,0.46494476828184056,3.0606646219520486,2.8272727236976354,0.4325748742322292
1,20,30,100,34,10,rep1_k20_lambda30_mu100,,,161.34405454899812,17.391933066517225,-0.3762086487835321,4.346510776356116,3.22256186494763,0.17337657823159977
1,20,200,100,34,10,rep1_k20_lambda200_mu100,,,187.17550232377425,12.935826778899276,-0.005825542685105196,3.496545988197627,2.678354569174199,0.24464018395675913
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,,,232.21729757137396,6.382837302532353,-0.06208723277113839,1.5636390701173084,1.0696689194651237,0.12753942918595126
1,30,50,100,34,10,rep1_k30_lambda50_mu100,,,169.8076498883473,14.372152600531715,-0.006521544144243261,2.9534032491421436,2.1425444541332697,0.13023844739519416
1,30,2000,100,34,10,rep1_k30_lambda2000_mu100,,,213.49960306655038,10.821631449170486,-0.11302022363618931,2.315199807240756,1.7101535464048487,0.17868831189509596
1,100,30,100,34,10,rep1_k100_lambda30_mu100,,,162.32159054717835,16.387730097340725,-0.21022123929742906,1.796028737622807,1.233147842572196,0.05699321477405496
1,100,200,100,34,10,rep1_k100_lambda200_mu100,,,190.99936140552256,12.717315494847307,-0.0558653792185523,1.3849376110826541,0.9564210613249795,0.05012168933266497
1,100,10000,100,34,10,rep1_k100_lambda10000_mu100,,,224.97166097276045,8.597923110506857,-0.08106201446212936,0.9624273884888432,0.6816977169818482,0.07078015870704038
2,3,50,100,34,10,rep2_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
2,3,2000,100,34,10,rep2_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
2,5,30,100,34,10,rep2_k5_lambda30_mu100,,,150.62314659557836,11.849403262222248,0.5218412452067808,7.257669252022505,6.861120396211895,0.7706184964185917
2,5,200,100,34,10,rep2_k5_lambda200_mu100,,,194.49937557413134,5.725495471021895,-0.044581262417841445,3.102962289476733,2.359006424677201,0.501901425431631
2,5,10000,100,34,10,rep2_k5_lambda10000_mu100,,,231.44334280181008,5.596978738358535,-1.2942850121445002,2.000010601306661e-6,2.000010654120753e-6,2.0000103317027644e-6
2,10,50,100,34,10,rep2_k10_lambda50_mu100,,,165.90667730157202,8.15832222517439,0.38747211032952467,3.9028199692631325,3.5171956973085967,0.6485133110664681
2,10,2000,100,34,10,rep2_k10_lambda2000_mu100,,,206.04932024305066,6.763146214164001,0.3936858017494075,3.7063351814381442,3.322469541046288,0.8106129811487492
2,20,30,100,34,10,rep2_k20_lambda30_mu100,,,160.24458785496222,15.131016696221982,-0.1662385458489882,3.7709062617232365,2.623452555674466,0.1518155561842523
2,20,200,100,34,10,rep2_k20_lambda200_mu100,,,186.66109346231798,9.511818670143294,-0.02063688453679107,2.419513424663561,1.7563675116145703,0.17629758642176072
2,20,10000,100,34,10,rep2_k20_lambda10000_mu100,,,230.16023123233788,12.039727327339124,-0.17744374429288248,3.090574996131469,2.233871654615033,0.1957949102551322
2,30,50,100,34,10,rep2_k30_lambda50_mu100,,,173.37994775148636,12.33380078018879,-0.3276510217351213,2.499032275087176,1.796330333377325,0.12848260439211878
2,30,2000,100,34,10,rep2_k30_lambda2000_mu100,,,211.79073368608576,8.363326450041415,-0.1530402947099479,1.6869062588589931,1.1714627499320542,0.1111474534166213
2,100,30,100,34,10,rep2_k100_lambda30_mu100,,,160.73946244675022,15.356162235253578,-0.08946773910372884,1.7229298504007424,1.221735881993082,0.07173543104032919
2,100,200,100,34,10,rep2_k100_lambda200_mu100,,,186.14804173629216,12.070656092925157,-0.036999721339348764,1.3465211421325012,0.9595197217440018,0.06759639733507498
2,100,10000,100,34,10,rep2_k100_lambda10000_mu100,,,224.9616261452338,8.664270030821912,-0.06757256072554081,0.9706850537922099,0.6970345704468429,0.06972200661875196
3,3,50,100,34,10,rep3_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
3,3,2000,100,34,10,rep3_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
3,5,30,100,34,10,rep3_k5_lambda30_mu100,,,167.04795957380924,13.901037951173441,-1.233717028315547,2.000013158992727e-6,2.0000131980681003e-6,2.0000127195084463e-6
3,5,200,100,34,10,rep3_k5_lambda200_mu100,,,NA,NA,NA,NA,NA,NA
3,5,10000,100,34,10,rep3_k5_lambda10000_mu100,,,NA,NA,NA,NA,NA,NA
3,10,50,100,34,10,rep3_k10_lambda50_mu100,,,167.76400027639826,7.470251394536992,0.6569784212373597,3.1376696298061133,3.2037591269391625,0.5309676706695537
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,,,211.1641153559245,8.620789846719846,-0.18537017000071943,3.0882381034413107,2.2103025078060745,0.24639060611694028
3,20,30,100,34,10,rep3_k20_lambda30_mu100,,,161.75446093550764,13.995946897201508,0.05617068910524327,3.807289002363734,2.9565145459988385,0.25377161839091367
3,20,200,100,34,10,rep3_k20_lambda200_mu100,,,183.2479765002849,15.468969759563693,-0.5287434386081296,3.9726900436302297,3.3678437159831813,0.2327428989614695
3,20,10000,100,34,10,rep3_k20_lambda10000_mu100,,,230.1714605330633,11.94748052567298,-0.027874397388116662,3.062996265252959,2.248071181992697,0.18542422139982442
3,30,50,100,34,10,rep3_k30_lambda50_mu100,,,167.65496215739515,15.04394212616358,-0.3534475321920987,3.00415376348821,2.1491119604913194,0.11045024918736379
3,30,2000,100,34,10,rep3_k30_lambda2000_mu100,,,211.2459348664445,11.680319570341428,-0.18536762446127367,2.4055540023315474,1.725721198903921,0.13906473552373852
3,100,30,100,34,10,rep3_k100_lambda30_mu100,,,160.58553296539492,15.600180732253245,-0.10830267364513983,1.7838009201474307,1.2921708886909704,0.08367994648205708
3,100,200,100,34,10,rep3_k100_lambda200_mu100,,,186.81257705448243,11.407533910564819,-0.2050085337698015,1.2832556920866796,0.9122616718982015,0.0759600801072733
3,100,10000,100,34,10,rep3_k100_lambda10000_mu100,,,226.74069977976765,7.894143239253897,-0.010261484068201135,0.8910089669312986,0.646949691531579,0.07648415464433445
4,3,50,100,34,10,rep4_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
4,3,2000,100,34,10,rep4_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
4,5,30,100,34,10,rep4_k5_lambda30_mu100,,,NA,NA,NA,NA,NA,NA
4,5,200,100,34,10,rep4_k5_lambda200_mu100,,,NA,NA,NA,NA,NA,NA
4,5,10000,100,34,10,rep4_k5_lambda10000_mu100,,,236.59552934977435,10.221001366724487,-0.0678623141034469,5.416119643407183,4.039069821066411,0.456052905400675
4,10,50,100,34,10,rep4_k10_lambda50_mu100,,,169.46257671268293,12.017687965768742,0.12383334464490797,4.59293341591072,3.6228846442396576,0.3525530116327118
4,10,2000,100,34,10,rep4_k10_lambda2000_mu100,,,210.7823138999971,5.6199761770374,-0.052612704396864614,2.0392574353019866,1.48529140353002,0.26574652490684025
4,20,30,100,34,10,rep4_k20_lambda30_mu100,,,159.49568651699087,16.212867157728706,-0.28419030843901094,4.108687243628015,3.026997481970913,0.1828349790348287
4,20,200,100,34,10,rep4_k20_lambda200_mu100,,,185.46702625098246,7.8231684606639345,0.8147187445564439,2.646745624415188,2.827520627453953,0.5046132825380792
4,20,10000,100,34,10,rep4_k20_lambda10000_mu100,,,229.00967364145234,10.677224343541866,-0.17096306801446967,2.78029966833726,2.0558563551419953,0.21188497665246997
4,30,50,100,34,10,rep4_k30_lambda50_mu100,,,169.06136535283642,11.856851801987787,-0.22655796485379176,2.3815795971675287,1.6546435201052943,0.10940097389084047
4,30,2000,100,34,10,rep4_k30_lambda2000_mu100,,,209.31372605528642,8.275799758780408,0.051191482140107145,1.7028947505996832,1.2556077301462438,0.13876787894160753
4,100,30,100,34,10,rep4_k100_lambda30_mu100,,,160.71572731714258,15.223371773777048,-0.20921519237424344,1.6783278040835123,1.1662219932022664,0.06187370694767651
4,100,200,100,34,10,rep4_k100_lambda200_mu100,,,187.82368124866028,12.662679035604269,-0.1587366329298409,1.4231310612232648,1.0143475396532022,0.07417705065602499
4,100,10000,100,34,10,rep4_k100_lambda10000_mu100,,,228.86532275204235,9.320366744203344,-0.06391019063482367,1.0448415523318484,0.7441388742459042,0.07062804852183932
5,3,50,100,34,10,rep5_k3_lambda50_mu100,,,165.10166770636692,7.342795073785122,-0.12720665873428405,8.060629143494909,7.372609634716587,1.7326365104985053
5,3,2000,100,34,10,rep5_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
5,5,30,100,34,10,rep5_k5_lambda30_mu100,,,NA,NA,NA,NA,NA,NA
5,5,200,100,34,10,rep5_k5_lambda200_mu100,,,183.27868888839035,10.334965720790954,0.4126474515495849,5.588990510836307,5.0280233919567445,0.5346858073913603
5,5,10000,100,34,10,rep5_k5_lambda10000_mu100,,,NA,NA,NA,NA,NA,NA
5,10,50,100,34,10,rep5_k10_lambda50_mu100,,,173.13749271595097,19.19651664518327,-0.1492451233405552,6.954219041403177,5.017266431139859,0.2659992750546581
5,10,2000,100,34,10,rep5_k10_lambda2000_mu100,,,214.50324870425968,8.849770163681983,0.034608339548731847,3.1666400361635394,2.317335112050792,0.24076566730070365
