rep,k,n_lambda,mu,sigma,min_size,filename,maxima,maxvals,loc,scale,shape,loc_se,scale_se,shape_se
5,20,30,100,34,10,rep5_k20_lambda30_mu100,,,158.7017314565794,16.074097471169477,-0.08720255648386376,3.9320583805574336,2.666262045742443,0.11679598260226125
5,20,200,100,34,10,rep5_k20_lambda200_mu100,,,185.37720145184545,8.89933684483657,-0.2362205117564066,2.2614774406472296,1.6381607272727075,0.1829162632248982
5,20,10000,100,34,10,rep5_k20_lambda10000_mu100,,,224.88910262234316,8.051606429561504,-0.3161021633821836,2.054438160444177,1.528751399638301,0.1959567442352314
5,30,50,100,34,10,rep5_k30_lambda50_mu100,,,171.2624791206059,16.212763114597124,0.026704377977755656,3.3163009246708985,2.419804639344453,0.13055144732902732
5,30,2000,100,34,10,rep5_k30_lambda2000_mu100,,,214.16301559626064,7.888179059578419,-0.06619563072090967,1.5657434039806069,1.0572028258155248,0.0846524569355291
5,100,30,100,34,10,rep5_k100_lambda30_mu100,,,164.73294650654202,14.812397600754025,-0.23923979151795186,1.6362542854334416,1.1598897339571976,0.06401392801458128
5,100,200,100,34,10,rep5_k100_lambda200_mu100,,,186.93455019752727,11.552131063476685,-0.057794310964622814,1.308590102878284,0.9425586169351773,0.07836594021176882
5,100,10000,100,34,10,rep5_k100_lambda10000_mu100,,,227.45113605555423,8.721068516448177,-0.0035880226768214827,0.968068735167381,0.6941846903183835,0.06492915021593335
6,3,50,100,34,10,rep6_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
6,3,2000,100,34,10,rep6_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
6,5,30,100,34,10,rep6_k5_lambda30_mu100,,,NA,NA,NA,NA,NA,NA
6,5,200,100,34,10,rep6_k5_lambda200_mu100,,,191.1836324006315,2.370875862411476,0.16007341112998918,1.335219512180062,1.0803683233847117,0.574959767106796
6,5,10000,100,34,10,rep6_k5_lambda10000_mu100,,,NA,NA,NA,NA,NA,NA
6,10,50,100,34,10,rep6_k10_lambda50_mu100,,,160.52280385146713,12.244888479159423,-0.08347849526545241,4.273355279908952,2.9398501591145787,0.19304192820831803
6,10,2000,100,34,10,rep6_k10_lambda2000_mu100,,,212.69801934547394,5.379771994995693,0.786492398435062,2.084556383642453,2.357358244577854,0.4596915131326166
6,20,30,100,34,10,rep6_k20_lambda30_mu100,,,166.68471956526375,14.737725097502071,-0.587632203450708,3.926187976116847,3.565544488364938,0.2914573441495331
6,20,200,100,34,10,rep6_k20_lambda200_mu100,,,190.55619169188603,12.866892281434504,-0.2949186515667799,3.361440754499058,2.538751230582658,0.22247621224005254
6,20,10000,100,34,10,rep6_k20_lambda10000_mu100,,,230.32017352641472,8.978118859817183,-0.32331034240119993,2.2278434948022126,1.607664681713652,0.15625561007356698
6,30,50,100,34,10,rep6_k30_lambda50_mu100,,,169.4579803654675,12.677472387986327,-0.106655222131503,2.7512027869621787,2.0623122066622783,0.1878124046105492
6,30,2000,100,34,10,rep6_k30_lambda2000_mu100,,,214.23180787456846,10.87926482657154,-0.23682879075967173,2.182422327576698,1.4979352900267793,0.11305315802478119
6,100,30,100,34,10,rep6_k100_lambda30_mu100,,,161.72891387758042,15.349333519474499,-0.1412221281872842,1.675338699442119,1.1548671922840303,0.051443328796274536
6,100,200,100,34,10,rep6_k100_lambda200_mu100,,,187.48032383521758,12.120965201362685,-0.21027919150968835,1.3278129066535704,0.9111527909150707,0.05681945898591322
6,100,10000,100,34,10,rep6_k100_lambda10000_mu100,,,225.7747446003083,7.644384167675936,0.021562889650551992,0.8760950212774893,0.6501528477343635,0.08359416113460533
7,3,50,100,34,10,rep7_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
7,3,2000,100,34,10,rep7_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
7,5,30,100,34,10,rep7_k5_lambda30_mu100,,,162.0548342197233,15.70342798648049,-0.2755314829843433,8.06421485711425,5.891587886998229,0.4037979276116408
7,5,200,100,34,10,rep7_k5_lambda200_mu100,,,179.4948086660895,4.030965439382233,0.35947091712808815,2.148887433919905,1.8749494999148324,0.49804173029132603
7,5,10000,100,34,10,rep7_k5_lambda10000_mu100,,,226.6673445109635,7.085737803303801,0.34710527010930076,3.875787603029429,3.370976909097923,0.5438728364634883
7,10,50,100,34,10,rep7_k10_lambda50_mu100,,,166.09394843931108,8.397839376819668,0.2753245387176976,3.32721526303437,2.8080098495272194,0.40502691640695054
7,10,2000,100,34,10,rep7_k10_lambda2000_mu100,,,202.50925021162857,5.397495365706426,0.7875022852775857,2.0756442767237546,2.3602524633276345,0.44937226703963196
7,20,30,100,34,10,rep7_k20_lambda30_mu100,,,164.89883341312233,18.00031853527614,-0.31348609988778975,4.3703530266518005,2.9770400007732327,0.11566109612542864
7,20,200,100,34,10,rep7_k20_lambda200_mu100,,,188.1038560146857,10.87624797162636,-0.04384329328711658,2.820363464907117,2.0792576216178213,0.19931015806436223
7,20,10000,100,34,10,rep7_k20_lambda10000_mu100,,,228.2293655010516,6.466089691392727,-0.11667031255326057,1.655487135825767,1.2031893875773458,0.18551963484938785
7,30,50,100,34,10,rep7_k30_lambda50_mu100,,,172.29878811468683,14.392939552306588,-0.17156996456653223,2.972139352296843,2.14116665195861,0.1406629479761671
7,30,2000,100,34,10,rep7_k30_lambda2000_mu100,,,215.0417112966856,8.239961649661923,-0.2778864035539259,1.855292819732413,1.4851765461971638,0.22995479458724657
7,100,30,100,34,10,rep7_k100_lambda30_mu100,,,163.92067824355348,16.440761190085077,-0.1240612696741544,1.8673723866870138,1.3470337831927406,0.08013319758266547
7,100,200,100,34,10,rep7_k100_lambda200_mu100,,,185.68306458083808,14.21419641563731,-0.14305638150713607,1.6149299214120818,1.1618284473393203,0.08014462536131678
7,100,10000,100,34,10,rep7_k100_lambda10000_mu100,,,228.578236464844,7.7624547099828565,-0.05860427173297704,0.8665105871729037,0.6129854106453104,0.06934380974263978
8,3,50,100,34,10,rep8_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
8,3,2000,100,34,10,rep8_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
8,5,30,100,34,10,rep8_k5_lambda30_mu100,,,NA,NA,NA,NA,NA,NA
8,5,200,100,34,10,rep8_k5_lambda200_mu100,,,198.30928379424265,13.505090218616669,-0.9933039262900195,7.178870295331686,7.130645302542287,2.000017485382945e-6
8,5,10000,100,34,10,rep8_k5_lambda10000_mu100,,,NA,NA,NA,NA,NA,NA
8,10,50,100,34,10,rep8_k10_lambda50_mu100,,,176.46144414406496,10.319486084771118,0.3169835762586853,4.078496215230203,3.509015435958849,0.40787054274974144
8,10,2000,100,34,10,rep8_k10_lambda2000_mu100,,,207.6795361395653,3.716327291884019,0.43841840817938305,1.771760540513831,1.6139406560005627,0.6474427116428563
8,20,30,100,34,10,rep8_k20_lambda30_mu100,,,160.37070181258918,9.332884744066055,0.2871062000584389,2.7456498160998417,2.3465256087962407,0.3297624755667601
8,20,200,100,34,10,rep8_k20_lambda200_mu100,,,180.55768358555736,11.346822657824163,0.13466155803458188,3.168015123203771,2.5405811126942526,0.27697083861773764
8,20,10000,100,34,10,rep8_k20_lambda10000_mu100,,,226.81646540266118,5.9884964655072634,0.09392809978389009,1.5436480642172594,1.1726686750801787,0.19379094427047056
8,30,50,100,34,10,rep8_k30_lambda50_mu100,,,171.83319049952422,9.830733059643613,-0.04482231120886152,2.172688034293644,1.6561102252397728,0.20419792546393498
8,30,2000,100,34,10,rep8_k30_lambda2000_mu100,,,211.45338387709725,8.99210277965955,0.01725174804418503,1.883927379914603,1.396993094782221,0.152146845309009
8,100,30,100,34,10,rep8_k100_lambda30_mu100,,,164.83661017852342,16.88750224627291,-0.29997764378234304,1.8445941134115291,1.3150640655931705,0.05761820870077919
8,100,200,100,34,10,rep8_k100_lambda200_mu100,,,186.25930692513964,10.470980969535033,-0.09097228770698977,1.175867016898777,0.8394161177804376,0.07177009259889501
8,100,10000,100,34,10,rep8_k100_lambda10000_mu100,,,227.24084289428507,8.469004602506578,-0.15895339808015674,0.9292982329437277,0.6327290708469825,0.05846613082687071
9,3,50,100,34,10,rep9_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
9,3,2000,100,34,10,rep9_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
9,5,30,100,34,10,rep9_k5_lambda30_mu100,,,158.4209330627935,9.688412643817193,0.06275061172425782,6.092684234342605,5.032441119547752,0.7660797058199718
9,5,200,100,34,10,rep9_k5_lambda200_mu100,,,183.38382074049127,17.481798396515163,-0.17394906972305454,9.133837534606974,6.729906593292703,0.4334161472234663
9,5,10000,100,34,10,rep9_k5_lambda10000_mu100,,,230.33728432402046,6.668847810991755,-0.4906556754149211,3.936083094124444,3.657858928955201,0.7671557328045858
9,10,50,100,34,10,rep9_k10_lambda50_mu100,,,165.40154377856595,8.367742507429911,-0.05663582987949199,3.238812602398387,2.4782524277833935,0.36953519028863424
9,10,2000,100,34,10,rep9_k10_lambda2000_mu100,,,209.40124129414534,7.939866370472997,-0.14613912048027158,2.886550005186825,2.100946404804073,0.2699868609728447
9,20,30,100,34,10,rep9_k20_lambda30_mu100,,,164.3459454707542,11.906455045885606,-0.1894920467261412,3.1444674542887063,2.3787854156166066,0.2257188738781513
9,20,200,100,34,10,rep9_k20_lambda200_mu100,,,191.90374512565296,12.192862901752822,-0.10409071205862495,3.0418506615340406,2.129644794582802,0.1561315445939852
9,20,10000,100,34,10,rep9_k20_lambda10000_mu100,,,225.93404437474382,8.408067697258904,0.06383029694884469,2.1310968000884243,1.5813877631382947,0.17443932105841428
9,30,50,100,34,10,rep9_k30_lambda50_mu100,,,169.50871433583455,11.21820221926303,0.1644036293201713,2.4440450392649233,1.9491813432017913,0.19402517793636262
9,30,2000,100,34,10,rep9_k30_lambda2000_mu100,,,209.99338012914944,9.761794473239425,0.09701558806116321,2.0703399101098494,1.5899347353286075,0.16635370045646883
9,100,30,100,34,10,rep9_k100_lambda30_mu100,,,162.66479206049382,15.405301969746017,-0.22520522854355218,1.7054638658351724,1.1900617758552425,0.06538745191823538
9,100,200,100,34,10,rep9_k100_lambda200_mu100,,,187.60299405204236,12.191532516756517,-0.038464736492821894,1.3596247447168277,0.9743901648120467,0.06685093496417942
9,100,10000,100,34,10,rep9_k100_lambda10000_mu100,,,229.0089417204277,9.092781151791412,-0.14908099979512326,1.037329759550278,0.7492542159564138,0.08218878015706801
10,3,50,100,34,10,rep10_k3_lambda50_mu100,,,NA,NA,NA,NA,NA,NA
10,3,2000,100,34,10,rep10_k3_lambda2000_mu100,,,NA,NA,NA,NA,NA,NA
10,5,30,100,34,10,rep10_k5_lambda30_mu100,,,152.04269816299615,7.3100332019563865,1.0535996487567652,4.819905666666734,5.799730419500055,1.0592274385942553
10,5,200,100,34,10,rep10_k5_lambda200_mu100,,,184.4696386090106,11.601714217130052,-1.0440794480059463,6.433319408964212,6.724183874176798,2.000016266897327e-6
10,5,10000,100,34,10,rep10_k5_lambda10000_mu100,,,NA,NA,NA,NA,NA,NA
10,10,50,100,34,10,rep10_k10_lambda50_mu100,,,172.09553735651033,10.328714925917303,0.19371852611644572,3.9128287527709458,3.1558248482892317,0.3393471522061467
10,10,2000,100,34,10,rep10_k10_lambda2000_mu100,,,212.22589920306422,8.048919192529757,0.03341411745663958,2.994933559577588,2.2656612835900787,0.3144673940501316
10,20,30,100,34,10,rep10_k20_lambda30_mu100,,,159.65315078980174,12.82610658494771,0.12874867311011595,3.3683526537416304,2.629205632940218,0.22021940097207107
10,20,200,100,34,10,rep10_k20_lambda200_mu100,,,183.86482911998618,12.04804207223667,-0.20849546028656574,3.5634970456238704,2.9640396771491706,0.3434777807949687
10,20,10000,100,34,10,rep10_k20_lambda10000_mu100,,,224.51585945383783,8.105530727761288,-0.18259627283879812,2.0856415424981023,1.5230302654761831,0.19786195996760436
10,30,50,100,34,10,rep10_k30_lambda50_mu100,,,173.51408757851917,12.438591120132774,-0.35492446551628826,2.6833583952739604,2.1325858379831546,0.19954051630200667
10,30,2000,100,34,10,rep10_k30_lambda2000_mu100,,,212.9942089596432,11.11226392178533,-0.0827920494202281,2.286308936636434,1.6293015340064907,0.13898071475390383
10,100,30,100,34,10,rep10_k100_lambda30_mu100,,,161.97419776732258,14.74760116602342,-0.23903064069853275,1.619234338883117,1.1249724170207307,0.059166007337784196
10,100,200,100,34,10,rep10_k100_lambda200_mu100,,,186.55795099701785,12.299801187455984,-0.10295834741598835,1.3882583106688684,0.9953390809295914,0.07531030949894471
10,100,10000,100,34,10,rep10_k100_lambda10000_mu100,,,226.9417371393827,8.850669257455088,-0.14412366857106793,1.0095429060456707,0.7364945145207463,0.0814561452753655
