filename,k,loc,scale,shape,gev_max
rep53_k5_lambda200_mu20,5,39.57237993302808,1.2382808605002762,0.08438364379863822,41.70698687444166
rep53_k5_lambda200_mu50,5,100.60028758627466,7.754732536882776,-0.10791282307693002,112.05733851078588
rep53_k5_lambda200_mu100,5,188.03176549521078,9.914470580466713,0.35086350087013185,209.47648274885577
rep53_k5_lambda2000_mu20,5,41.6017685260353,0.6584528354965706,-0.5389484605525932,42.310326002331095
rep53_k5_lambda2000_mu50,5,106.01870997777995,6.111363051433755,0.1196625324703189,116.86555769652752
rep53_k5_lambda10000_mu100,5,221.6631609182165,4.825702079498417,0.7784378814735275,237.16302577320175
rep53_k10_lambda30_mu20,10,32.54325651276608,1.7988877028061865,-0.5920844257088776,34.804279165339466
rep53_k10_lambda30_mu50,10,82.4961276086714,8.545507686220189,-0.6401918479907869,92.78790122737715
rep53_k10_lambda30_mu100,10,175.60074045334503,24.57037570825861,-0.4392341139649926,211.19375300620834
rep53_k10_lambda50_mu20,10,37.02032065805185,2.795537310082391,-0.7859674026623691,39.994903052137424
rep53_k10_lambda50_mu50,10,83.24008127421978,6.409609799956171,0.013932045826639716,98.23803210302032
rep53_k10_lambda50_mu100,10,167.00319709849828,8.701139022175534,-0.6363200419793787,177.51812800069834
rep53_k10_lambda200_mu20,10,38.26104956988788,2.0735438700936895,0.13808803107239606,43.88188443974456
rep53_k10_lambda200_mu50,10,91.02215937826014,4.325719578466372,0.6850454118503748,115.28392238297319
rep53_k10_lambda200_mu100,10,187.42644319552397,11.446166164744199,-0.2059461160252064,208.4141168785837
rep53_k10_lambda2000_mu20,10,43.761297532439634,2.4889186616565544,-0.5131324803585422,47.12358133623648
rep53_k10_lambda2000_mu50,10,107.27049913896299,6.4032754032945975,-0.045965549010730404,121.26114564601195
rep53_k10_lambda2000_mu100,10,210.5172192611915,3.9878115941794445,0.2356737737272365,222.71000553340636
rep53_k10_lambda10000_mu20,10,46.332311780254024,1.618901572015922,-0.4420779148567511,48.671083976196925
rep53_k10_lambda10000_mu50,10,113.789631423478,1.6781436562220728,0.753158697679584,124.18271059219771
rep53_k10_lambda10000_mu100,10,230.06759582629226,5.78311435649328,0.3662533509094348,250.97491728382934
rep53_k20_lambda30_mu20,20,31.328026577453972,2.983854210215304,0.18936861700285745,43.35830925046171
rep53_k20_lambda30_mu50,20,82.50600830370182,5.890934022227462,-0.2899884479356038,94.29880965823774
rep53_k20_lambda30_mu100,20,166.39585916659024,13.20755419931542,0.00573400944110718,206.3039358737441
rep53_k20_lambda50_mu20,20,34.71327165496424,2.7643828576084677,-0.062219857799923055,42.26862443515462
rep53_k20_lambda50_mu50,20,83.4642361028931,5.273626172015041,-0.06441759121745497,97.83174283949442
rep53_k20_lambda50_mu100,20,175.71124961496972,17.13546361598675,-0.7515179589883552,196.11239807963045
rep53_k20_lambda200_mu20,20,38.174861351898556,2.8105076971623477,-0.3706318743444001,43.25961120253797
rep53_k20_lambda200_mu50,20,93.48375846360713,6.294188832452908,-0.4664050019660731,103.64176935018176
rep53_k20_lambda200_mu100,20,188.39482499589192,10.31269998333011,-0.31650864865158734,208.35343018377887
rep53_k20_lambda2000_mu20,20,42.66433275766681,1.7485267695137487,-0.46448309058775583,45.492531208153174
rep53_k20_lambda2000_mu50,20,108.67788052236537,4.118258810913815,-0.36685574295330864,116.1632211111972
rep53_k20_lambda2000_mu100,20,212.2424361219083,7.859220332679728,-0.0914634703166057,232.83648791383146
rep53_k20_lambda10000_mu20,20,45.194487706058055,1.7061516595645354,0.08093113499581515,50.97851995918673
rep53_k20_lambda10000_mu50,20,113.33553751422104,3.957503177709076,0.1358851038915875,127.96788707462801
rep53_k20_lambda10000_mu100,20,224.57574032082385,8.012399209720588,-0.022609685773979964,247.7838972254395
rep53_k30_lambda30_mu20,30,32.54279049410435,3.22565770557558,-0.3237306668455725,39.1936273124181
rep53_k30_lambda30_mu50,30,81.08905920125021,7.3780435569852205,-0.26701785201536254,97.57782008517259
rep53_k30_lambda30_mu100,30,169.9760542182814,21.33657201448976,-0.2745714608804029,217.14293455452705
rep53_k30_lambda50_mu20,30,34.24038606684228,2.677409055299699,-0.22030595856319463,40.64879231637789
rep53_k30_lambda50_mu50,30,83.58080004764233,7.410685375018749,-0.26025468899544346,100.3056995785676
rep53_k30_lambda50_mu100,30,173.30384366003898,16.25409288304483,-0.32086312377923026,206.95183997801766
rep53_k30_lambda200_mu20,30,38.24177618750649,2.6510584789272524,-0.19008026981430165,44.88230189063705
rep53_k30_lambda200_mu50,30,93.87213596477325,6.03032425878607,-0.10403465735942515,111.14641340354727
rep53_k30_lambda200_mu100,30,184.48207741907194,13.032959434709962,0.15931411103506746,243.3173996147736
rep53_k30_lambda2000_mu20,30,42.46083293303033,1.5340814632853412,-0.10212717994132411,46.868758815278
rep53_k30_lambda2000_mu50,30,105.71832830544456,3.4158631867786595,-0.0022956560130439198,117.29111440167797
rep53_k30_lambda2000_mu100,30,211.50809882021542,10.55274142161872,-0.0214092879028758,246.12442866747327
rep53_k30_lambda10000_mu20,30,45.29711622862678,1.8833621569846473,-0.07926436114685385,50.91197124315751
rep53_k30_lambda10000_mu50,30,115.13945194644074,5.376356602081529,-0.363435313940861,125.63504197414497
rep53_k30_lambda10000_mu100,30,227.51068153909293,9.213777864199303,-0.30494704142444484,247.01552662935967
rep53_k100_lambda30_mu20,100,32.44757651269389,3.5329437743661494,-0.2766812778068377,41.64554106682852
rep53_k100_lambda30_mu50,100,80.55501673079252,8.021069638228289,-0.14056356540189988,107.74885816936764
rep53_k100_lambda30_mu100,100,161.29022931162632,15.342151664718422,-0.16133013296077794,211.14935574165042
rep53_k100_lambda50_mu20,100,34.71831640323219,2.801577849172148,-0.22530737100083878,42.747110887570514
rep53_k100_lambda50_mu50,100,85.04931652974501,7.087284969352002,-0.1034581323012048,111.01306288528453
rep53_k100_lambda50_mu100,100,168.721772021808,15.981735856928545,-0.05060483874825487,234.37364371577235
rep53_k100_lambda200_mu20,100,37.481640923404484,2.377673160362289,-0.09428517705465765,46.363806510006775
rep53_k100_lambda200_mu50,100,94.2285348496528,6.4899785448264895,-0.17769290556469344,114.63869432493486
rep53_k100_lambda200_mu100,100,189.26390285739018,12.296993710823699,-0.24188155485378518,223.41370255656096
rep53_k100_lambda2000_mu20,100,42.62639174575909,1.7093574075485716,0.019650658182030222,50.86544672068626
rep53_k100_lambda2000_mu50,100,105.84309957379905,4.778658322357259,0.03921326000972282,129.9618536747236
rep53_k100_lambda2000_mu100,100,212.61359127742122,10.420481526161293,-0.05419231018325649,255.08215944324803
rep53_k100_lambda10000_mu20,100,45.66680733182921,1.4639479689960702,0.049373391024133975,53.23652755541428
rep53_k100_lambda10000_mu50,100,112.74062909632062,4.447669082247975,-0.0955499243100377,129.31077288116717
rep53_k100_lambda10000_mu100,100,226.60370236231242,7.6753117717040835,-0.17235042465598804,251.00043238219965
rep54_k3_lambda30_mu50,3,84.93671190034323,2.0776203653717427,0.3736053361238568,87.75887698618799
rep54_k3_lambda2000_mu20,3,42.44462699961768,1.0306105276591602,-1.6017393647409852,42.97732565270948
rep54_k5_lambda30_mu20,5,34.45048143836491,2.7609293440102047,-1.160181095355701,36.46243328277477
rep54_k5_lambda30_mu50,5,83.41907248111137,3.8675145940056037,0.08757061942528871,90.10359202208818
rep54_k5_lambda30_mu100,5,165.35945580647137,9.07264036648975,-0.2582521438818494,177.30688131104262
rep54_k5_lambda50_mu20,5,33.32579756724096,1.526944747867104,0.24026211316223375,36.326120277025645
rep54_k5_lambda50_mu50,5,84.09714658967192,8.858394142681293,-0.5632658047719845,93.47162292786527
rep54_k5_lambda50_mu100,5,179.02865981670607,3.622545280028339,0.7396105404704815,190.23632853050094
rep54_k5_lambda200_mu20,5,37.53011521338091,2.5692762188417513,0.264317506617498,42.68394200328977
rep54_k5_lambda200_mu100,5,204.59082137684987,11.724003487748426,-1.374681735446642,212.1860623085435
rep54_k5_lambda2000_mu100,5,213.96444974186403,8.086837722193701,-0.4500795139487092,223.224446821825
rep54_k5_lambda10000_mu20,5,48.70865302999633,2.308065111944128,-0.22266167412300003,51.83060889876923
rep54_k5_lambda10000_mu50,5,109.5751524211022,1.1516484574563712,0.5023302917359516,112.42823929845385
rep54_k5_lambda10000_mu100,5,222.80222794722835,2.1438511474580655,0.3004962093767492,227.239459365884
rep54_k10_lambda30_mu50,10,76.34749469513804,6.770907788391524,0.10451796239130022,93.97411803271727
rep54_k10_lambda30_mu100,10,159.8337613988889,10.347115080983205,0.06607281578380074,185.56674463285543
rep54_k10_lambda50_mu50,10,80.64225858207824,9.844636364631592,-0.29833339392735825,97.03887981951883
rep54_k10_lambda50_mu100,10,177.33494317331366,14.113236759365009,-0.2903362579502973,201.03403166497094
rep54_k10_lambda200_mu20,10,37.33216668778325,2.9233780913664935,0.04967428792112779,44.46356235189006
rep54_k10_lambda200_mu50,10,95.27713600209171,4.369596696837922,-0.5489395494960357,100.98826804504152
rep54_k10_lambda200_mu100,10,189.77888010777593,11.852511172039232,-0.27949701652772,209.90437798263625
rep54_k10_lambda2000_mu20,10,43.83242191847154,1.8793846453433438,0.08157768066226473,48.592986876808105
