ns,ss,rep,loc,scale,shape
2000,20,5,77.58205168459516,7.978224619262842,-0.14242281003811816
2000,50,1,84.31171928232119,6.856726664196248,-0.11215013975006861
2000,50,7,84.55631690425875,6.879155342376863,-0.11820344212314711
2000,100,3,88.93335131234544,6.344409607030506,-0.12425772499405183
2000,100,9,88.67056380172023,6.281732571371037,-0.07843134575881033
2000,200,5,92.9742089832387,5.831689510776275,-0.08487747816395765
2000,500,1,98.04001067179378,5.364622154493364,-0.08274999560621137
2000,500,7,98.07829228053426,5.381356536015723,-0.08528492253024915
2000,1000,3,101.51895187689802,5.012077331535284,-0.09329253229441785
2000,1000,9,101.56738633353393,4.822649274192594,-0.055178605838856636
2000,2000,5,104.9251561118078,4.833135493755835,-0.052965843591304275
2000,5000,1,108.878244817988,4.473952072602329,-0.07397120959378338
2000,5000,7,109.03415963643637,4.406959554655346,-0.09345745431983654
2000,10000,3,111.96674032134565,4.324360444064097,-0.06896192982948955
2000,10000,9,112.02597441414323,4.266593579774077,-0.061306312698272074
10,10,2,71.97923990539222,5.428304613108575,-0.2776683162858438
10,10,8,74.15540657004912,9.255358081406778,-0.3708633277066202
10,20,4,77.0583963640462,6.718352852812507,0.00904769233829189
10,20,10,77.63380051412015,11.371369774569256,-0.9849261820586551
10,50,6,0,0,0
10,100,2,90.18393214094606,3.738090211717121,0.1594846963786519
10,100,8,89.80122410999697,6.487072444638052,-0.4085397130910484
10,200,4,89.4171399599195,4.4136763554337195,0.5166849877500662
10,200,10,93.75048196173353,6.128781118182421,-0.5980618204098355
10,500,6,94.61180867114587,2.589841154016287,0.20850138972786034
10,1000,2,99.09404605403229,1.2634070252149836,0.7609367904125525
10,1000,8,100.0040031102123,4.308005724881073,0.055241799106997475
10,2000,4,104.45765569859283,5.127059035474735,-0.1458042541224309
10,2000,10,101.43056656821838,2.8048584071287865,0.23967260485934602
10,5000,6,108.7829133557654,4.61658137241448,-0.25461642344124835
10,10000,2,110.47368950271192,2.2923038484065987,0.5100357793858029
10,10000,8,0,0,0
20,10,4,74.2830190546712,8.433470884658233,-0.44233590630078684
20,10,10,71.85303931227952,7.246082854430583,0.08742111706750766
20,20,6,73.38265616738882,5.745255152753222,0.23239968750951273
20,50,2,86.9577862313392,8.70368438444407,-0.6499009288320106
20,50,8,83.54711963061054,6.443349387808201,-0.30540374501842754
20,100,4,88.10772866295682,6.268855821599347,-0.008281404358612606
20,100,10,87.59905449113687,5.89029947418936,0.05503635676913223
20,200,6,93.11037307373658,5.605865998843098,-0.17390451500916485
20,500,2,99.95070637809694,4.937412101448791,-0.014619863212257866
20,500,8,100.72072410235967,4.461587060034838,0.10378830909531468
20,1000,4,101.62667337493002,6.4126003563830505,-0.3934252448809918
20,1000,10,103.91753167949811,4.87769241346145,-0.17745089912694068
20,2000,6,107.04084694624521,3.766511801744988,-0.29367870905290816
20,5000,2,111.49938329218143,5.784620271175949,-0.7110499197617353
20,5000,8,109.46816556973452,3.763218719510249,0.12161107050889311
20,10000,4,112.2355127270877,4.76247536644435,-0.003654916187730608
20,10000,10,113.69374811432041,3.8749600980517624,-0.35566253499016587
50,10,6,72.82243391968741,8.996253234336058,-0.19213105258394927
50,20,2,76.58718607543932,7.799028696333725,0.016126748556232202
50,20,8,77.17116659405032,8.811611548154684,-0.24224857261035113
50,50,4,84.4494593039954,6.804455006487163,-0.09551007172006712
50,50,10,82.18792451037598,7.005272263048459,-0.16344413001894387
50,100,6,88.13689534852625,6.458496015628806,-0.09225910158696077
50,200,2,93.60752867738694,6.3299463566810426,-0.07023785414464898
50,200,8,95.08172629256643,5.638155994433076,-0.24909169413817367
50,500,4,98.57820538975449,5.551436828658994,-0.0036833475672555923
50,500,10,96.70937081032656,4.631421417453825,-0.03428090805617582
50,1000,6,101.23859042610786,5.202234207263499,-0.022649182719541347
50,2000,2,103.9879042933987,3.3061988267412503,-0.05981419240122223
50,2000,8,104.0783245166431,3.9943560373952707,-0.041996456405192395
50,5000,4,108.90204996477958,4.547924581643777,-0.31674987050096776
50,5000,10,107.98870901461972,3.4601591043338553,0.044171539172159
50,10000,6,111.0274262160472,4.0186788200877475,0.09248035269325008
100,10,2,69.21878668451505,9.436466808990918,-0.16794170108066822
100,10,8,71.31456419061334,8.964243911717666,-0.19501494514391912
100,20,4,76.65086812874172,8.98530883650131,-0.18160993320941024
100,20,10,78.4504558539405,8.542606255431814,-0.207262779979009
100,50,6,85.19960513333676,7.260174500339778,-0.2660831649581068
100,100,2,89.29808388031825,5.876156059669285,-0.09280957817996922
100,100,8,88.65415215726871,5.594758962890036,-0.10898098300521178
100,200,4,92.4941329137405,5.43813152401565,-0.005441236104489235
100,200,10,93.40293149522803,5.511963063445869,-0.04360809793865233
100,500,6,97.28878308736257,5.628298502348175,0.03608121810193736
100,1000,2,101.8127713591246,4.91763568501302,-0.1878977357731203
100,1000,8,101.62657735397354,4.563783968669791,-0.03248922927138521
100,2000,4,104.82998098137111,4.206995336275104,-0.0993796515393149
100,2000,10,105.10742419165398,4.87094206936385,-0.09316392750588168
100,5000,6,109.31278881955906,4.439704175786263,-0.08827141590929388
100,10000,2,112.27260638369971,4.004983615492124,-0.05260293945052261
100,10000,8,111.94164671193161,4.5748499896193655,-0.07681897671720657
200,10,4,71.71389184018376,7.774113929226575,-0.2077268826024477
200,10,10,72.32118099710212,8.629561701564386,-0.1422685880027318
200,20,6,77.26838514193715,7.669981295818708,-0.08384950344956832
200,50,2,84.46842038018642,6.946890616425741,-0.23483271080167853
200,50,8,83.8702745577881,7.1918187602847174,-0.10683782638464594
200,100,4,88.59066585248554,5.763606190085364,-0.10546431540869958
200,100,10,88.25654301761668,6.36143497364322,-0.06800157484721796
200,200,6,92.97702520163156,5.6544152788665905,-0.11764533509801771
200,500,2,98.36879904636545,5.84406673162031,-0.11520578027991822
200,500,8,97.72724017458265,4.990116249772703,-0.050110215920121506
200,1000,4,100.55227799640276,5.161866990534146,-0.017575195818888608
200,1000,10,101.81201843162856,5.1430640814823185,-0.17208222961297334
200,2000,6,105.15310874378108,4.484473032306467,-0.029118914550950118
200,5000,2,108.54274110160057,4.445701087014717,-0.0851020335715979
200,5000,8,108.94201326402921,4.439604813717026,-0.04448721423968002
200,10000,4,111.8772024959766,4.021173253102929,-0.0867806565384275
200,10000,10,112.06138766189159,3.9823609069147556,-0.11467135863191397
500,10,6,72.13283716066282,9.220644899798618,-0.18854483241565206
500,20,2,78.00158304960777,8.32919072878037,-0.2139489514842721
500,20,8,77.60764524437961,7.860734005798902,-0.11574001490257224
500,50,4,84.15070788543109,6.647162339419047,-0.09243636460314789
500,50,10,85.12913066302097,6.987851692480525,-0.13307687856707012
500,100,6,88.91372403997367,6.228836477034258,-0.0732612514191993
500,200,2,92.83366372855991,5.55386702398566,-0.06820276289837696
500,200,8,92.37835404241696,5.6242024192932725,-0.08072989227386904
500,500,4,98.45721517297508,5.712036055351465,-0.09423542101812536
500,500,10,98.01576631078781,5.114364354749377,-0.06274433852419108
500,1000,6,101.72232306023669,5.133917115826528,-0.05855228001234962
500,2000,2,104.84302070009153,4.6996582149494,-0.07927695934830895
500,2000,8,105.2214264768619,4.6227062590753,-0.06502591090754008
500,5000,4,108.60588282401905,4.38152309711459,-0.0909164167521922
500,5000,10,108.78198458093675,4.612870381255438,-0.049272051105120465
500,10000,6,112.01967565448764,4.405157441385679,-0.07705673982397429
1000,10,2,71.35793247978361,9.443994880886024,-0.1292929766272186
1000,10,8,71.57241481230848,9.217944692552091,-0.17629257697909687
1000,20,4,77.23909866274667,7.8921131844395624,-0.13661016501570994
1000,20,10,77.86862884773574,7.750375937616334,-0.1331381743584767
1000,50,6,84.39845692364496,6.5934032893112535,-0.09352410921102877
1000,100,2,88.76398340683416,6.106269782589021,-0.10625446933772956
1000,100,8,89.15440749848545,6.728220037009337,-0.1195083804947171
1000,200,4,93.02785538915326,5.726020051584505,-0.08880585583569518
1000,200,10,93.06233750833563,5.878592761491158,-0.1425723065254567
1000,500,6,97.9204316959653,5.282837484813423,-0.08955411061731901
1000,1000,2,101.53632170822203,4.992551216646485,-0.052977905759122534
1000,1000,8,101.36676627766596,4.950342495462317,-0.07041377208515796
1000,2000,4,104.74814256868375,4.714730315729423,-0.07907417330260474
1000,2000,10,104.68796255832048,4.665114613959506,-0.03972820687770229
1000,5000,6,108.85559934646572,4.39063902265151,-0.059299404202909085
1000,10000,2,112.0687103756586,4.4281912858780785,-0.013731949765084748
1000,10000,8,111.86968713866385,4.11344962799424,-0.036893836545818556
2000,10,4,71.66394629625762,9.282913085143793,-0.1374944053642016
2000,10,10,71.3918423391291,9.232754353666488,-0.166513573007274
2000,20,6,77.32927453223854,7.974980269419872,-0.14718064579417803
2000,50,2,84.45922233168028,6.9770900870908745,-0.12569858770367026
2000,50,8,84.53572600234476,6.85366159788027,-0.10669501511774371
2000,100,4,88.96150338653328,6.296786997499927,-0.09696218827066341
2000,100,10,88.82458484565323,6.303580806357329,-0.09698269627358046
2000,200,6,92.7688663091911,5.6437424758665236,-0.09852102686194171
2000,500,2,97.88638644798499,5.242818002620124,-0.08935093805072947
2000,500,8,97.87046520920235,5.217966240890873,-0.0682182337955486
2000,1000,4,101.56115892074585,4.972183875022981,-0.07603536247273633
2000,1000,10,101.45390000209576,4.77800621648066,-0.05205783955675975
2000,2000,6,105.03502302437178,4.657052995642594,-0.07800111788684827
2000,5000,2,108.97973278884376,4.449930376008664,-0.07753286436293072
2000,5000,8,109.0734903067687,4.544812638073045,-0.04521907806423814
2000,10000,4,112.0434057099038,4.11119939395486,-0.05889411396447111
2000,10000,10,111.94749840511712,4.156860706406371,-0.06187417058222711
10,10,3,70.42581693589436,4.823852629702796,0.2819219787782685
10,10,9,66.19071035202475,12.861497421157551,-0.3885600389031465
10,20,5,74.59901124989267,3.9714946594560865,-0.6767451997806893
10,50,1,89.43399566421644,9.919106890732317,-0.8200694985953026
10,50,7,89.70648527641332,5.288345594280233,0.0011373481897839553
10,100,3,87.03102524850995,5.151167090087702,-0.18236704597099154
10,100,9,87.47575019546551,3.534228832730887,-0.38389064669635975
10,200,5,98.70303266479667,13.274523919976165,-0.9924145297773063
10,500,1,0,0,0
10,500,7,98.67978589751156,2.781486934474597,0.5609855952258661
10,1000,3,98.3515114785527,3.519521062306423,0.3008411172484061
10,1000,9,100.7470429947346,6.132282809012058,-0.6620074606466863
10,2000,5,102.01701184035437,2.286248863766365,0.7677291108239537
10,5000,1,111.52762469861351,5.249056223894654,-0.5026662249020896
10,5000,7,105.88604552213592,2.5648149866209433,0.6097276018003938
10,10000,3,111.76365085522212,5.163896654378901,-0.04866005762849759
10,10000,9,113.09094365595841,5.369291048781997,0.08643080436367574
20,10,5,72.69471201961079,6.86116745319848,0.08665904442931165
20,20,1,77.29020890010382,6.261713836946147,0.0315142983602646
20,20,7,78.24657631114786,6.86297491095445,-0.11491734481629563
20,50,3,82.74494897759453,4.450184865114607,0.18101993739818556
20,50,9,86.1417010092042,6.882914413183689,-0.243804603109707
20,100,5,89.94430086704985,5.547630717274437,-0.3759868377180939
20,200,1,92.97644594329869,6.023391977511956,-0.3073132175461073
20,200,7,94.02726521073656,4.292802253237606,-0.11256477559269178
20,500,3,99.24440039368913,6.081220621180662,-0.29160004778663584
20,500,9,98.08357557484491,4.863962863759543,-0.18872551136121188
20,1000,5,101.75410343248461,4.824782417892098,0.09870883387091013
20,2000,1,104.69213168148374,4.5209269345378384,-0.05914647462184172
20,2000,7,105.54138851757094,5.151391239428799,-0.2676980950148219
20,5000,3,109.27705856369602,3.0375256495378,0.23346879357493647
20,5000,9,108.40619461820046,4.0238109807636615,-0.010222725169541272
20,10000,5,112.91725088388607,2.757964540997981,-0.18537437703164386
50,10,1,71.31594510832417,9.684243886224161,-0.2370841202170772
50,10,7,69.8413472567891,10.035134467409824,-0.09988163311579162
50,20,3,78.1327234526281,7.495676350316695,-0.1342996482384048
50,20,9,77.26354504629207,9.827287640607642,-0.0858441228594175
50,50,5,82.81935351628663,6.772106494455433,-0.03610681444173797
50,100,1,90.42039288991464,7.650237739383702,-0.2261297471137674
50,100,7,89.01834932969518,5.610575073748417,-0.06588922824006684
50,200,3,92.21735871615078,3.5552504531910603,-0.0281098676992582
50,200,9,92.33050871504764,4.487872002516329,-0.023905649781569328
50,500,5,98.60406847768394,4.829131372004696,-0.08344675737056122
50,1000,1,102.09398025056387,4.657000114568123,-0.1373644608269769
50,1000,7,102.23446773977889,4.065560759655771,-0.17059086408262136
50,2000,3,103.93811474594797,4.87490463623505,-0.11143053272074176
50,2000,9,104.90942911841483,4.389385922216038,-0.10476055371879786
50,5000,5,109.18137431346477,4.483436676260961,-0.1887633167753889
50,10000,1,112.13791132289731,4.2348279667353,-0.1002595253494094
50,10000,7,111.98824754475062,4.892581418596403,-0.1516880947746575
100,10,3,69.94266491245334,8.228191826895564,-0.12044097043047036
100,10,9,75.49620903092233,9.210620853149509,-0.22277960236326402
100,20,5,78.18997488875074,8.468208751246225,-0.15175864928672805
100,50,1,84.37920241337864,7.084960403569365,-0.18911470032939354
100,50,7,83.7404659592071,6.6874648119248965,-0.12846733298662974
100,100,3,89.53781281031598,5.988097192517123,-0.11319858447396475
100,100,9,88.39720250749353,5.605111576918039,-0.024437977362494565
100,200,5,93.68431147261761,5.565631620101403,-0.14070443221053958
100,500,1,98.82448880410934,5.655364596607465,-0.1176424790029592
100,500,7,96.99554540224078,5.519554837072257,-0.11418374410187122
100,1000,3,102.47071740658612,4.856011767707194,-0.11668486577847025
100,1000,9,102.8818427562617,5.053091725153934,-0.09014402720039144
100,2000,5,104.2375513498897,4.006858388720739,-0.019801148972272465
100,5000,1,109.1111710961678,4.424599406550619,-0.06556584185650263
100,5000,7,108.67947102586068,4.61367882127933,-0.04943565792463836
100,10000,3,111.74134558503582,4.092714612792716,-0.011850149499395418
100,10000,9,112.08956836834327,4.41292598867358,-0.1865314512332985
200,10,5,70.67882268445652,8.849551666020197,-0.17108760034887435
200,20,1,77.80069012885309,7.404000374028559,-0.12385422833826991
200,20,7,77.2678818931928,7.27508676836438,-0.15319743217796508
200,50,3,84.25541034667104,7.2215081273128625,-0.1483343117215853
200,50,9,85.11646849641268,7.057731362440636,-0.22202952295724182
200,100,5,89.09200970861967,6.504122712668905,-0.07897250205526009
200,200,1,92.85523598209099,6.054082974778649,-0.16171371930817152
200,200,7,93.22331306228538,5.568335128182548,-0.12008311168577764
200,500,3,98.1813382865023,5.39638388362508,-0.10256468105734454
200,500,9,97.78361903576764,4.499597609554089,-0.07899772268979377
200,1000,5,101.73035195202077,5.153555059616762,-0.10017981219945842
200,2000,1,105.3685841905189,4.752785973897871,-0.1472452311095634
200,2000,7,104.80600845658005,4.588025376074567,-0.05987393878169457
200,5000,3,109.0329353489836,4.18917517744215,-0.03662524779658749
200,5000,9,108.58015644832655,3.893622065125245,0.024262416177594056
200,10000,5,112.12003087322479,3.9549467846760247,-0.09111790524617412
500,10,1,72.7894795836637,8.981410867279607,-0.15422755377915015
500,10,7,72.17151915768153,8.968945707102169,-0.11432650148697944
500,20,3,77.80699263907475,7.478326182057426,-0.08130590481613113
500,20,9,77.50966975814346,8.521676273928891,-0.13727282682529252
500,50,5,83.77637538946357,6.586281102099625,-0.07601341592284364
500,100,1,88.5990485175133,6.261393722601367,-0.10265378874373256
500,100,7,88.82200655095835,6.17478394886943,-0.11376387182370531
500,200,3,93.21962098795967,5.709135303225537,-0.09646951369089594
500,200,9,93.35866043138493,5.307879957836503,-0.01719532640518357
500,500,5,97.81829969013371,5.371409735789507,-0.07251936095852157
500,1000,1,101.5602804051776,5.127803517339463,-0.09286307804787046
500,1000,7,101.30793963339954,4.63392626606904,-0.08411406289687968
500,2000,3,105.28147645349112,4.863877367731085,-0.06812501856682199
500,2000,9,104.66765196174863,4.718474183586072,-0.08167552710783683
500,5000,5,109.03634463837797,4.673478849228994,-0.03463974794225751
500,10000,1,112.1656121188987,4.431715159734069,-0.03722085777739129
500,10000,7,112.03053926757042,4.112672726107575,-0.049644620103253295
1000,10,3,71.50274712874037,9.009435730385382,-0.1206096981214084
1000,10,9,71.33264390157167,8.664891202843922,-0.13696925071965987
1000,20,5,77.43057169050722,8.157939275000915,-0.12922710452927458
1000,50,1,84.32842965249426,6.6564055643166276,-0.09198792235307775
1000,50,7,84.31621711589082,7.040721150398759,-0.11783977078363314
1000,100,3,88.74627803004347,6.5138494403245355,-0.1132015823489012
1000,100,9,88.65035588959101,6.401617199506667,-0.11922572692590912
1000,200,5,93.16035914510695,5.886075391277898,-0.12118606734109819
1000,500,1,98.01098416606266,5.279494700091356,-0.1015886481183001
1000,500,7,97.76765573807495,5.318525092944709,-0.07991072514885546
1000,1000,3,101.38339583396419,5.28731869485186,-0.09257017766992004
1000,1000,9,101.74332287074049,5.028445110730185,-0.09610757103557828
1000,2000,5,104.6399555766617,4.600411921897167,-0.06937837661915372
1000,5000,1,108.80064949044743,4.3964222888000855,-0.04186377826041756
1000,5000,7,108.76019255705438,4.424326020658238,-0.05263319240278532
1000,10000,3,111.77826043064636,4.241899841666298,-0.036767608192540775
1000,10000,9,111.74487792208363,4.16774143860265,-0.005965805812798812
2000,10,5,71.5145433163925,8.801142014640716,-0.1535268413612998
2000,20,1,77.82806965906536,8.122720026464929,-0.1532555580091976
2000,20,7,77.78576223933929,7.942162472771806,-0.12767955188397545
2000,50,3,84.1338653118929,7.109220569434093,-0.10482077190139741
2000,50,9,84.2563073161877,6.907748271692406,-0.13482684382284407
2000,100,5,88.79820956521404,6.5185105999049595,-0.12245852467860224
2000,200,1,92.93913531466042,5.851185976443987,-0.09622572754411231
2000,200,7,92.69970033803983,5.9758865900760565,-0.09317461116561943
2000,500,3,98.00396210290931,5.350855511445488,-0.09779066831015987
2000,500,9,97.94798899102793,5.245780523326645,-0.07953263930266576
2000,1000,5,101.59104090335184,5.04626716063342,-0.09224273327266282
2000,2000,1,104.70266076989384,4.772998029395659,-0.04085281598610508
2000,2000,7,104.64533047641451,4.748178964867396,-0.06469430673038198
2000,5000,3,108.94787278556605,4.388319350235403,-0.05972509222271806
2000,5000,9,109.10222364504581,4.292252766345913,-0.041807473491964106
2000,10000,5,112.15081920580673,4.126426095266724,-0.04871373795047612
10,10,4,74.60870494461642,9.75057901779784,-0.4869011325339851
10,10,10,77.20096179486212,8.7453898954296,-0.5095101263290993
10,20,6,72.20022041225393,6.447738778682851,0.12223731649187854
10,50,2,86.26375927716438,6.708244560285905,-0.5316628480448645
10,50,8,86.87620888806126,6.085173249163294,-0.9997251594118164
10,100,4,89.50679506298299,2.6823802525951392,-0.42523810563979764
10,100,10,0,0,0
10,200,6,95.74119885441411,6.116683527078376,-0.08879671660557463
10,500,2,99.97755516523421,6.9510217792598485,-0.731253921140802
10,500,8,98.19713996433669,4.54106184297821,-0.06892601366593266
10,1000,4,103.13929050130858,4.9796716767470155,-0.4158723289368536
10,1000,10,100.22391857437466,4.723715225817198,0.19247762846073946
10,2000,6,105.00774033959722,5.425321589329764,-0.2798212118889635
10,5000,2,110.83136065284673,4.219650591386482,-0.330216186141844
10,5000,8,108.0340001789593,3.1964013651685637,0.17200614875064266
10,10000,4,115.20338036338596,4.407944560203531,-0.3207911966236258
10,10000,10,111.4114017445966,3.328478469396865,-0.3386343337144682
20,10,6,68.23806276075736,7.188473668632443,-0.08011791136611776
20,20,2,78.16685150402085,8.812453780934202,-0.2593180509902867
20,20,8,75.44597282897595,7.8853142676599886,-0.12302125606276336
20,50,4,84.0609056549126,6.036949447764792,0.0700713328489841
20,50,10,82.0573032178075,5.970895182332121,-0.21554344005355344
20,100,6,90.64397978573771,6.108084091735731,0.007196220662022526
20,200,2,92.48054029977605,4.425696383540841,-0.0408714642648862
20,200,8,92.50679529569753,6.719914211299962,-0.051404061478051585
20,500,4,100.8517149044376,5.763065676365057,-0.3392974442480361
20,500,10,96.56634547203565,3.9601389866437557,0.3363661253050126
20,1000,6,101.09130531872317,4.380707416085882,-0.0336047320000347
20,2000,2,106.15573396011462,5.456591019630942,-0.06796014829841053
