filename,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,rep,k,n_lambda,mu,sigma,min_size
rep3_k10_lambda10000_mu50,sigma,12.7222316575,12.4597,2.84764755136546,2.88714111,8.4510245,17.80978,1.00293562917658,1237.2940215228,1365.21150107928,3,10,10000,50,17,10
rep3_k10_lambda10000_mu50,lambda,505.02933825,501.7975,73.838475619309,73.307157,390.80925,626.51455,1.00114462203234,1405.91459592723,1499.57041843409,3,10,10000,50,17,10
rep3_k10_lambda200_mu100,lp__,217.25617725,217.602,1.29974793325665,1.07117849999999,214.71555,218.65805,1.00345752028521,1165.1362130074,1462.77267812498,3,10,200,100,34,10
rep3_k10_lambda200_mu100,mu,115.7231652,115.8735,10.7085869171163,10.6939938,97.56993,133.1973,1.00206922495118,1084.48639316978,1185.9937134518,3,10,200,100,34,10
rep3_k10_lambda200_mu100,sigma,25.740740875,25.69505,3.51214379524264,3.44422806,19.89224,31.684305,1.00108310107122,1083.05894003707,1169.49830582089,3,10,200,100,34,10
rep3_k10_lambda200_mu100,lambda,517.45220025,513.3265,73.1620512593911,71.0417442,401.5837,645.34535,1.00310066127899,1664.09347958969,1567.96700165209,3,10,200,100,34,10
rep3_k10_lambda200_mu20,lp__,239.103854,239.465,1.3363672755114,1.089711,236.3626,240.55905,1.00324713323848,510.051891694798,837.866109541693,3,10,200,20,6.8,10
rep3_k10_lambda200_mu20,mu,13.501726462975,13.9227,4.78981557884134,4.85759064,4.490727,20.532,1.0182015906516,150.232732495424,81.0683243776124,3,10,200,20,6.8,10
rep3_k10_lambda200_mu20,sigma,8.63570252,8.45388,1.68292595608971,1.646894319,6.1084575,11.812185,1.01652532319423,148.296367358157,87.3348223034024,3,10,200,20,6.8,10
rep3_k10_lambda200_mu20,lambda,503.517977,501.4695,72.0297885017051,76.8572427,392.1664,620.5972,1.01620832207369,416.26730420574,410.572445567964,3,10,200,20,6.8,10
rep3_k10_lambda200_mu50,lp__,232.3086065,232.6235,1.28226302772708,1.06673070000002,229.77965,233.72205,1.00036783548078,1390.39623718047,1699.25038550793,3,10,200,50,17,10
rep3_k10_lambda200_mu50,mu,46.542568525,47.25835,8.19959295532803,8.2825449,32.22612,58.74514,1.00306273910844,1064.0125063605,1175.04223646191,3,10,200,50,17,10
rep3_k10_lambda200_mu50,sigma,16.3872013225,16.19505,2.80610692209133,2.84770395,12.17075,21.282995,1.0029192714667,1065.50251097754,1192.23676867429,3,10,200,50,17,10
rep3_k10_lambda200_mu50,lambda,501.59412175,496.977,71.8743273455639,72.4413186,393.3845,625.858,1.00111736635989,1671.58325327227,1538.32670967757,3,10,200,50,17,10
rep3_k10_lambda2000_mu100,lp__,211.9042535,212.191,1.17392949483879,0.954053100000005,209.6263,213.19405,1.00387579548109,1355.49294464061,1754.87016536243,3,10,2000,100,34,10
rep3_k10_lambda2000_mu100,mu,126.3623556,126.3365,10.4677302011776,10.7992584,109.01485,143.7638,1.00537620227953,1357.31689875692,1457.43216078831,3,10,2000,100,34,10
rep3_k10_lambda2000_mu100,sigma,28.069642125,28.1179,3.38166696711357,3.4092387,22.423765,33.524465,1.0046464871113,1344.64854114266,1321.63043295447,3,10,2000,100,34,10
rep3_k10_lambda2000_mu100,lambda,518.35026725,515.536,70.5642195891862,71.5050567000001,405.8041,639.6228,1.00094471613367,1739.83319609793,1604.12170305804,3,10,2000,100,34,10
rep3_k10_lambda2000_mu20,lp__,240.5905635,240.9475,1.3689428987846,1.11862169999999,237.7799,242.06705,1.00367972295921,708.024911540728,554.331789624834,3,10,2000,20,6.8,10
rep3_k10_lambda2000_mu20,mu,18.39415752075,19.03265,5.28444189506655,5.13290946,8.3371025,25.823545,1.01236899563792,385.23807536019,436.094485933418,3,10,2000,20,6.8,10
rep3_k10_lambda2000_mu20,sigma,8.09463584,7.917225,1.84419712765073,1.813338408,5.484518,11.550565,1.01293144875247,378.086227437401,397.676745100824,3,10,2000,20,6.8,10
rep3_k10_lambda2000_mu20,lambda,501.33812675,496.727,72.1345982295605,72.2663718,388.3801,625.29455,1.00413148420178,819.314919566266,1376.81978544998,3,10,2000,20,6.8,10
rep3_k10_lambda2000_mu50,lp__,236.80101425,237.098,1.24013938146819,1.0407852,234.48075,238.163,1.0037327131715,1338.31940612678,1650.64281458536,3,10,2000,50,17,10
rep3_k10_lambda2000_mu50,mu,68.2419872,68.99255,8.46467417587069,8.12761320000001,53.26062,80.701465,1.00149837007031,1209.28975046872,1265.13533715745,3,10,2000,50,17,10
rep3_k10_lambda2000_mu50,sigma,13.1341751625,12.87485,2.87859254665255,2.81241807,8.876497,18.268985,1.00193045010687,1211.5135066628,1369.17499480659,3,10,2000,50,17,10
rep3_k10_lambda2000_mu50,lambda,507.72333675,503.6875,69.7397461084543,70.6874028,400.47365,628.26885,1.00313358083797,1630.34766337213,1984.601592512,3,10,2000,50,17,10
rep3_k10_lambda30_mu100,lp__,218.690333,219.02,1.22209614100343,1.0052028,216.3266,220.023,1.00094002786159,1349.51066637612,2007.30295350825,3,10,30,100,34,10
rep3_k10_lambda30_mu100,mu,83.704353275,84.0901,8.7354764455227,8.69411466,68.311435,97.10926,1.00611239880195,1326.94181073356,1152.38405695668,3,10,30,100,34,10
rep3_k10_lambda30_mu100,sigma,26.32954905,26.23485,2.93699029379832,2.93821668,21.762935,31.346755,1.00519432073082,1348.48500756813,1389.42632487998,3,10,30,100,34,10
rep3_k10_lambda30_mu100,lambda,504.2478715,503.0045,70.9394104529904,69.3530628,391.21215,625.81015,1.00288971533366,1736.49006535075,1882.27240730912,3,10,30,100,34,10
rep3_k10_lambda30_mu20,lp__,240.3600755,240.772,1.49423114744013,1.20387120000002,237.29855,241.968,1.00309844586382,626.230141970887,869.243237699316,3,10,30,20,6.8,10
rep3_k10_lambda30_mu20,mu,10.2073391373,10.8424,4.20669963384827,4.379741247,2.0591055,16.27427,1.00542045531107,410.336957144303,525.169403671529,3,10,30,20,6.8,10
rep3_k10_lambda30_mu20,sigma,7.6209305075,7.407175,1.467001286156,1.505520996,5.44179,10.41782,1.00641458289802,402.204039199227,370.272367685356,3,10,30,20,6.8,10
rep3_k10_lambda30_mu20,lambda,498.74503125,493.0815,70.0564921737679,68.3812185,389.60735,623.66895,1.00447829872663,903.050250431365,1042.46253234877,3,10,30,20,6.8,10
rep3_k10_lambda30_mu50,lp__,222.715505,223.066,1.39700002335051,1.16606490000001,219.91465,224.24815,1.01683781332931,288.014259251629,96.0720528153976,3,10,30,50,17,10
rep3_k10_lambda30_mu50,mu,17.8654212665,17.70375,7.08562796267551,6.90024279,6.298057,30.681055,1.01344116578249,183.639979261207,44.7017929956969,3,10,30,50,17,10
rep3_k10_lambda30_mu50,sigma,20.89008705,20.9338,2.48747218996942,2.52657279,16.4256,24.856635,1.01372806446013,186.960967346168,44.0465445517012,3,10,30,50,17,10
rep3_k10_lambda30_mu50,lambda,482.53421125,479.2565,69.5378145942031,69.7726386,375.50295,604.15175,1.01068226370481,442.185966974027,977.047472612843,3,10,30,50,17,10
rep3_k10_lambda50_mu100,lp__,220.81681725,221.1125,1.2378323899498,1.07340239999998,218.41895,222.1881,1.00026395810739,1429.61923119056,1623.53536766462,3,10,50,100,34,10
rep3_k10_lambda50_mu100,mu,104.462235275,104.5185,10.2722553565812,10.36055706,87.14094,120.94555,1.00512880861674,1184.90471458208,1606.12300931222,3,10,50,100,34,10
rep3_k10_lambda50_mu100,sigma,23.6953638,23.65725,3.38154540879499,3.42992097,18.18521,29.219265,1.00541009148459,1208.42376434939,1450.01422197275,3,10,50,100,34,10
rep3_k10_lambda50_mu100,lambda,514.7533215,511.004,74.1661773054009,71.1329241,396.52855,641.48225,1.00111257209438,1810.41692643895,1475.72279857595,3,10,50,100,34,10
rep3_k10_lambda50_mu20,lp__,235.3673775,235.7035,1.35123014332082,1.15568669999998,232.90585,236.88905,1.0037098525073,533.049488171323,1114.14264443349,3,10,50,20,6.8,10
rep3_k10_lambda50_mu20,mu,6.4054326466175,6.220775,3.65126764627703,4.252081974,0.86807115,12.558005,1.02834811994361,198.487017214562,147.429177653473,3,10,50,20,6.8,10
rep3_k10_lambda50_mu20,sigma,9.462371695,9.51971,1.31162180685946,1.493452632,7.357486,11.511925,1.02230416134116,189.138320283931,143.126227813691,3,10,50,20,6.8,10
rep3_k10_lambda50_mu20,lambda,499.897206,495.2595,73.5002704912753,75.2397261000001,387.3219,628.669,1.02153288605444,248.773549701455,194.030723023721,3,10,50,20,6.8,10
rep3_k10_lambda50_mu50,lp__,229.6626795,229.9695,1.24204299461809,1.06524809999999,227.25385,231.057,1.00577662006841,1211.36348591113,1786.65284707537,3,10,50,50,17,10
rep3_k10_lambda50_mu50,mu,34.361706455,34.75535,7.50078231336102,7.33709088,21.19463,46.431375,1.00397852056947,743.632200066871,530.195333109625,3,10,50,50,17,10
rep3_k10_lambda50_mu50,sigma,17.662408875,17.4898,2.61608253922191,2.55659544,13.425465,22.25995,1.0028479709857,728.890516259588,546.227993418169,3,10,50,50,17,10
rep3_k10_lambda50_mu50,lambda,492.81020425,486.8405,71.8183840597641,70.8616083,385.9481,619.79065,1.00479703929009,1554.36375665407,1695.81275288188,3,10,50,50,17,10
rep3_k100_lambda10000_mu100,lp__,-134.75491925,-134.4445,1.20191401088091,1.0274418,-137.10505,-133.42895,1.00078289256665,1444.30823125573,2013.64341617478,3,100,10000,100,34,10
rep3_k100_lambda10000_mu100,mu,137.18102925,137.472,6.08335997562553,6.1290684,126.54555,146.7907,1.00224252805635,1030.65415224025,1414.73237099752,3,100,10000,100,34,10
rep3_k100_lambda10000_mu100,sigma,30.326435975,30.22785,1.97911711062855,2.02938288,27.162885,33.758945,1.0013908962744,1062.38971213775,1354.27219791275,3,100,10000,100,34,10
rep3_k100_lambda10000_mu100,lambda,526.83011175,522.147,73.090663624375,70.2774639000001,416.0268,652.4936,1.00106837029144,1722.36995979746,1537.41996598063,3,100,10000,100,34,10
rep3_k100_lambda10000_mu20,lp__,49.89024485,50.23155,1.25159326743166,0.998160449999999,47.335385,51.244525,1.00351499742919,1474.81841045902,1614.27444366135,3,100,10000,20,6.8,10
rep3_k100_lambda10000_mu20,mu,28.576181025,28.6704,1.39648365158162,1.38615687,26.12284,30.66855,1.00219397355369,1057.72882448454,1000.87548295974,3,100,10000,20,6.8,10
rep3_k100_lambda10000_mu20,sigma,5.903017675,5.86445,0.463802564958313,0.466114614,5.207288,6.707056,1.00118389264744,1057.68500226337,1109.50347077637,3,100,10000,20,6.8,10
rep3_k100_lambda10000_mu20,lambda,501.15244175,496.709,70.9491304071656,70.8023043,390.9501,623.12475,1.00100402474849,1526.34425240441,1533.45199721606,3,100,10000,20,6.8,10
rep3_k100_lambda10000_mu50,lp__,-33.70256385,-33.3971,1.23790694311129,1.05019970999999,-36.147605,-32.32525,1.00079170620822,1349.05103025844,1989.60394560394,3,100,10000,50,17,10
rep3_k100_lambda10000_mu50,mu,73.189924475,73.33475,3.09311580433601,3.10397136000002,67.80919,77.951255,1.00184010462875,1235.21364995827,1278.78675957626,3,100,10000,50,17,10
rep3_k100_lambda10000_mu50,sigma,13.9625248,13.90705,1.02655573757617,1.02314226,12.37728,15.755545,1.00195066691001,1293.61974867511,1290.04678265615,3,100,10000,50,17,10
rep3_k100_lambda10000_mu50,lambda,504.152508,501.1005,72.342192619492,71.8660698,389.6548,630.86845,1.00382381664493,1547.80828348527,1416.56401701075,3,100,10000,50,17,10
rep3_k100_lambda200_mu100,lp__,-144.266385,-143.933,1.25369670220922,1.00223759999998,-146.7601,-142.915,1.00082852202605,1554.77854660052,1592.31614468261,3,100,200,100,34,10
rep3_k100_lambda200_mu100,mu,90.817043525,91.0467,6.12084950038103,6.22966281,80.248075,100.7163,1.00151015067084,1261.57060712878,1473.39483312087,3,100,200,100,34,10
rep3_k100_lambda200_mu100,sigma,33.3643277,33.2672,2.01341020348676,1.99469004,30.122425,36.85847,1.00206457093867,1310.25723034112,1379.11112887002,3,100,200,100,34,10
rep3_k100_lambda200_mu100,lambda,501.22553475,497.632,70.3507381216882,67.9972251,394.179,624.00755,1.0019798736531,1568.03519337116,1510.77954905762,3,100,200,100,34,10
rep3_k100_lambda200_mu20,lp__,33.636362775,33.94535,1.23944730586774,1.00987299,31.2576,35.009305,1.00741356818496,1106.75640029957,1397.84970337452,3,100,200,20,6.8,10
rep3_k100_lambda200_mu20,mu,17.5624318575,17.66145,1.60918870091472,1.5819342,14.72727,20.006275,1.01066886780496,761.18176679173,821.768489105326,3,100,200,20,6.8,10
rep3_k100_lambda200_mu20,sigma,6.9419932475,6.90568,0.537008679031696,0.524403033,6.12722,7.898306,1.01115605897352,828.569521378097,831.676665986717,3,100,200,20,6.8,10
rep3_k100_lambda200_mu20,lambda,499.38942775,496.9905,70.1560761689473,69.4590687,388.4039,619.5676,1.00309362602321,1491.22468737749,1541.4272776372,3,100,200,20,6.8,10
rep3_k100_lambda200_mu50,lp__,-71.976581725,-71.68595,1.15013025002455,0.971102999999991,-74.19904,-70.716595,1.00389358551243,1402.77947144185,2001.68234896334,3,100,200,50,17,10
rep3_k100_lambda200_mu50,mu,38.84779875,38.9078,3.86802911758586,3.80635311,31.9592,45.00404,1.00311994106548,1219.04468429502,1200.80382407193,3,100,200,50,17,10
rep3_k100_lambda200_mu50,sigma,19.187619125,19.16075,1.30185212916763,1.2987576,17.12013,21.465305,1.00311324427439,1249.26112198862,1144.14725064505,3,100,200,50,17,10
rep3_k100_lambda200_mu50,lambda,497.38034775,492.6875,66.120983760484,65.1928872,395.03545,612.17115,1.00499692525926,1845.82258399813,1885.34756530241,3,100,200,50,17,10
rep3_k100_lambda2000_mu100,lp__,-138.16826975,-137.86,1.22508129690684,1.03485480000001,-140.4991,-136.81695,1.00271642693382,1250.77240470981,1895.44418298449,3,100,2000,100,34,10
rep3_k100_lambda2000_mu100,mu,120.710190425,120.9165,6.21339798713333,6.2209896,110.2994,130.68205,1.00380774444578,1442.25508505279,1675.70529863468,3,100,2000,100,34,10
rep3_k100_lambda2000_mu100,sigma,31.421951625,31.3459,2.05598081444957,2.04257802,28.221465,34.89688,1.00276190903955,1471.10987122453,1695.85710492859,3,100,2000,100,34,10
rep3_k100_lambda2000_mu100,lambda,519.9594115,517.197,72.1303212230585,71.0484159,407.49795,642.9875,1.00177520697859,1556.26182503233,1760.42689686384,3,100,2000,100,34,10
rep3_k100_lambda2000_mu20,lp__,39.658380925,39.95515,1.18435698500099,1.01306057999999,37.3316,40.9973,1.0028467127385,1549.69194167271,1959.76333934711,3,100,2000,20,6.8,10
rep3_k100_lambda2000_mu20,mu,23.786738525,23.8789,1.50953768288087,1.48919757,21.151275,26.132005,1.0011755904049,1042.92565993841,1118.84436583933,3,100,2000,20,6.8,10
rep3_k100_lambda2000_mu20,sigma,6.664974995,6.639275,0.505625361313395,0.497441952,5.881325,7.568418,1.00093400401091,1098.71386341882,1097.11587404596,3,100,2000,20,6.8,10
rep3_k100_lambda2000_mu20,lambda,500.25275875,496.086,69.0053988756789,70.2211251,393.3002,619.2596,1.00035490756432,1401.42789622366,1656.91765628607,3,100,2000,20,6.8,10
rep3_k100_lambda2000_mu50,lp__,-42.8243353,-42.49815,1.21307053994301,0.979702079999992,-45.257895,-41.50548,1.00182902369832,1188.88879023181,1719.96969631684,3,100,2000,50,17,10
rep3_k100_lambda2000_mu50,mu,62.892564375,63.09385,3.28895935568292,3.24948854999999,57.052985,67.962165,1.0049497232847,1391.20954400247,1130.76685093072,3,100,2000,50,17,10
rep3_k100_lambda2000_mu50,sigma,15.123804925,15.05625,1.08525931148115,1.07355066,13.4852,17.068075,1.00477669769387,1528.84298184195,1384.33847803843,3,100,2000,50,17,10
rep3_k100_lambda2000_mu50,lambda,503.25649325,499.043,71.144707337679,69.4939098,393.7134,625.185,1.00034196893257,1678.30371851172,1264.58082140477,3,100,2000,50,17,10
rep3_k100_lambda30_mu100,lp__,-187.87055575,-187.576,1.21080380754151,0.987411599999995,-190.1983,-186.544,1.00146354371428,1145.35637583812,1095.24047897265,3,100,30,100,34,10
rep3_k100_lambda30_mu100,mu,42.5349948,42.69085,6.26490691611734,6.38111039999999,32.129725,52.664535,1.00241637743384,918.357832053063,640.669230864901,3,100,30,100,34,10
rep3_k100_lambda30_mu100,sigma,41.91481295,41.86425,2.00224030340652,2.00647671,38.68535,45.21004,1.00141131547102,1014.20468694464,949.005587327131,3,100,30,100,34,10
rep3_k100_lambda30_mu100,lambda,455.85255275,451.7575,65.4106612021041,67.8763932,356.86155,567.81395,1.00091640860799,1512.58661061126,1937.34516882791,3,100,30,100,34,10
rep3_k100_lambda30_mu20,lp__,-8.07707465,-7.75754,1.34551059331651,1.051474746,-10.7488,-6.559939,1.01404935736106,394.321071367447,628.996959106261,3,100,30,20,6.8,10
rep3_k100_lambda30_mu20,mu,3.680409031687,3.521585,1.98505016658838,2.151638076,0.56690765,7.11364,1.04354134130827,106.255210296236,85.2667925491263,3,100,30,20,6.8,10
rep3_k100_lambda30_mu20,sigma,10.0204584825,10.0637,0.682179008239841,0.747126618000001,8.89502,11.081005,1.04191093995035,99.3445825340725,68.3817802023637,3,100,30,20,6.8,10
rep3_k100_lambda30_mu20,lambda,488.74235525,485.952,65.5608162749497,64.4827218,386.3364,602.79055,1.00844429039983,446.929331985314,673.057894564946,3,100,30,20,6.8,10
rep3_k100_lambda30_mu50,lp__,-93.598828325,-93.2342,1.41073768994723,1.05716793,-96.34529,-92.134895,1.0027163186428,1170.27075172136,819.604644907819,3,100,30,50,17,10
rep3_k100_lambda30_mu50,mu,17.5654928825,17.8661,4.54538359841184,4.41577584,9.738315,24.51265,1.00437022332389,953.304153274405,666.157794375033,3,100,30,50,17,10
rep3_k100_lambda30_mu50,sigma,22.72320055,22.6387,1.48970201843544,1.44738825,20.42928,25.22976,1.00409282028219,985.101231360835,691.931985338167,3,100,30,50,17,10
rep3_k100_lambda30_mu50,lambda,489.54658175,485.8225,71.7001188930928,71.5139523,380.473,614.8637,1.00315825617636,1439.05333044893,1545.47621968361,3,100,30,50,17,10
rep3_k100_lambda50_mu100,lp__,-164.2479125,-163.888,1.31374463865229,1.06598939999999,-166.7837,-162.85195,1.00097826910614,1391.99364553568,1659.20384273247,3,100,50,100,34,10
rep3_k100_lambda50_mu100,mu,63.8984176,64.12995,6.33492002413829,6.08444214,53.307585,74.34414,1.0011999979426,1101.44463877952,987.651442688462,3,100,50,100,34,10
rep3_k100_lambda50_mu100,sigma,37.339340575,37.2842,2.06162457917841,2.01818925,34.06889,40.887755,1.0003354795747,1082.4056018845,1250.50220809664,3,100,50,100,34,10
rep3_k100_lambda50_mu100,lambda,481.236207,477.6935,70.2894176309697,69.7741212,373.15075,601.5378,1.00169432144282,1718.6317446542,1856.32927178929,3,100,50,100,34,10
rep3_k100_lambda50_mu20,lp__,10.6363219225,10.97395,1.24164147796745,0.971473649999999,8.20633,11.985095,1.0024658255259,1338.30559193733,1399.46633295503,3,100,50,20,6.8,10
rep3_k100_lambda50_mu20,mu,10.05737432,10.13195,1.94044429161303,1.9948383,6.8079505,13.012225,1.00393701011426,1127.58203647754,1221.75659573662,3,100,50,20,6.8,10
rep3_k100_lambda50_mu20,sigma,8.6932837525,8.6835,0.64266330992801,0.668029908000001,7.6882105,9.7958365,1.00420992230418,1143.38978427731,1416.43129321595,3,100,50,20,6.8,10
rep3_k100_lambda50_mu20,lambda,495.60197625,491.6775,70.9342812391612,72.840138,387.573,617.9034,1.00181163772212,1572.68619313325,1545.45350516997,3,100,50,20,6.8,10
rep3_k100_lambda50_mu50,lp__,-78.7784905,-78.44205,1.25611757515784,1.03070352,-81.273855,-77.43936,1.00402231683714,1362.19637235963,1353.71687775073,3,100,50,50,17,10
rep3_k100_lambda50_mu50,mu,26.7539083,26.99465,4.0481327435731,3.94712598,19.715345,32.99858,1.00109290414632,1191.3115060715,905.802113214052,3,100,50,50,17,10
rep3_k100_lambda50_mu50,sigma,20.613597975,20.55615,1.34594259583432,1.30038846,18.53596,22.90661,1.00076451823225,1237.21908904272,1024.59876985084,3,100,50,50,17,10
rep3_k100_lambda50_mu50,lambda,486.5301105,482.772,68.4968504562465,69.1988724,377.87585,604.9698,1.00162155291807,1589.07407286468,1406.73884648179,3,100,50,50,17,10
rep3_k20_lambda10000_mu100,lp__,163.38552275,163.71,1.21377019942273,1.00816799999997,160.9638,164.691,1.00115151943672,1501.73468634867,1965.16193797201,3,20,10000,100,34,10
rep3_k20_lambda10000_mu100,mu,132.69610015,132.9205,9.69137318837346,9.59686980000001,115.9019,148.1831,1.00218422602581,1275.05046191731,1296.74085424948,3,20,10000,100,34,10
rep3_k20_lambda10000_mu100,sigma,32.67144455,32.57605,3.1741822202596,3.1053057,27.655665,38.19404,1.00185133414263,1307.52394866714,1488.45738066101,3,20,10000,100,34,10
rep3_k20_lambda10000_mu100,lambda,525.77788675,524.333,70.5272762482054,71.4287028,412.354,644.8202,1.00217816353933,2040.82983653883,1937.32568313936,3,20,10000,100,34,10
rep3_k20_lambda10000_mu20,lp__,225.880104,226.2085,1.29491901773803,1.05709379999999,223.273,227.27415,1.00192005907533,1209.92239832355,1543.95529432413,3,20,10000,20,6.8,10
rep3_k20_lambda10000_mu20,mu,30.725392825,31.0877,2.78575272418355,2.59647738,25.71795,34.539215,1.00336792944593,1206.16744148817,1308.8152049453,3,20,10000,20,6.8,10
rep3_k20_lambda10000_mu20,sigma,4.91792377,4.78258,0.962323545412821,0.907254831000001,3.591558,6.6821435,1.00305981816723,1210.3764224617,1331.29069584105,3,20,10000,20,6.8,10
rep3_k20_lambda10000_mu20,lambda,504.5787725,501.356,69.449561299971,71.224104,395.369,621.45625,1.00102114878702,1885.39905251072,1771.76662397463,3,20,10000,20,6.8,10
rep3_k20_lambda10000_mu50,lp__,201.77236125,202.0675,1.22254151757271,1.02373529999998,199.33365,203.09405,1.00070517316663,1365.03930150773,1629.32809315863,3,20,10000,50,17,10
rep3_k20_lambda10000_mu50,mu,64.6031543,64.9906,6.51176714027719,6.25108638000001,52.848715,74.46133,1.00318083254497,1178.00283975856,1035.85067671205,3,20,10000,50,17,10
rep3_k20_lambda10000_mu50,sigma,16.8980838,16.7599,2.22638076544664,2.11693041,13.446565,20.796245,1.00254140259727,1197.28275694679,1154.52093906119,3,20,10000,50,17,10
rep3_k20_lambda10000_mu50,lambda,504.691767,499.2,69.2554735541532,68.6732907,397.9915,623.53525,1.00287676949426,1755.27149103456,1519.40918599047,3,20,10000,50,17,10
rep3_k20_lambda200_mu100,lp__,176.7909935,177.124,1.26180451739474,1.0407852,174.35975,178.19005,1.00398020673094,1249.52281454578,1931.73998593731,3,20,200,100,34,10
rep3_k20_lambda200_mu100,mu,106.645182875,106.8575,8.73533357948169,8.8644654,91.54801,120.2947,1.00081216304064,1088.32761270957,1363.50035166864,3,20,200,100,34,10
rep3_k20_lambda200_mu100,sigma,27.8324239,27.728,2.91180986093965,2.9585283,23.241505,32.68424,1.00096624062279,1103.35787998589,1415.06155990737,3,20,200,100,34,10
rep3_k20_lambda200_mu100,lambda,513.55502975,510.165,72.7351601905458,72.2048439000001,397.6017,638.02635,1.00105642543787,1839.4584335617,1715.18741650445,3,20,200,100,34,10
rep3_k20_lambda200_mu20,lp__,220.58583475,220.917,1.27360911565806,1.04449170000001,217.99055,221.973,1.0022466218652,1174.76587290833,1538.23566834871,3,20,200,20,6.8,10
rep3_k20_lambda200_mu20,mu,18.3936703675,18.8907,3.22109304098757,3.0378474,12.329535,22.894125,1.00577750432804,906.645717161722,896.023900418594,3,20,200,20,6.8,10
rep3_k20_lambda200_mu20,sigma,6.3450265125,6.20689,1.11749309541039,1.053780189,4.763544,8.4386255,1.00532448438472,922.012104197796,914.59192179383,3,20,200,20,6.8,10
rep3_k20_lambda200_mu20,lambda,502.482337,498.0215,70.0143011850618,69.0728514,392.2937,622.7924,1.00088537479373,1694.22541410275,1786.32661221274,3,20,200,20,6.8,10
rep3_k20_lambda200_mu50,lp__,200.0335575,200.3585,1.32895761097813,1.07340240000001,197.4167,201.46905,1.00411305504822,1241.1490546587,1096.08167954171,3,20,200,50,17,10
rep3_k20_lambda200_mu50,mu,43.2561555,43.71945,6.61208198968179,6.57481209,31.963945,53.585025,1.00343525885075,1074.59391869039,881.043278618422,3,20,200,50,17,10
rep3_k20_lambda200_mu50,sigma,17.188436575,17.0549,2.27030222784241,2.29543545,13.60826,21.102625,1.00307026440167,1062.88880131321,857.23965566703,3,20,200,50,17,10
rep3_k20_lambda200_mu50,lambda,499.051789,496.342,70.2002207088117,72.9224223,389.40905,619.2817,1.00345675655378,1898.93160189484,1524.65866100097,3,20,200,50,17,10
rep3_k20_lambda2000_mu100,lp__,176.11888575,176.4565,1.26234012030901,1.00001369999999,173.6617,177.472,1.00128274224241,1321.74437726964,1546.00445644597,3,20,2000,100,34,10
rep3_k20_lambda2000_mu100,mu,133.03919265,133.2395,9.31088123580297,9.29960849999999,117.28165,147.85825,1.00412454905081,1309.60025632127,1316.74591949071,3,20,2000,100,34,10
rep3_k20_lambda2000_mu100,sigma,27.248737925,27.1737,3.08205405160559,3.08996079,22.304365,32.54265,1.00395972544904,1338.19625091509,1394.62616462092,3,20,2000,100,34,10
rep3_k20_lambda2000_mu100,lambda,527.562315,522.785,75.5739510590153,69.4575860999998,408.17045,659.83785,1.00104209902692,1596.61682628479,1290.29234755475,3,20,2000,100,34,10
rep3_k20_lambda2000_mu20,lp__,227.690756,228.003,1.29743175687777,1.10008920000003,225.0948,229.118,1.00401073656851,1061.23931710093,1235.0122308053,3,20,2000,20,6.8,10
rep3_k20_lambda2000_mu20,mu,29.575053175,30.00875,2.51093726369865,2.26630236,24.840885,32.95816,1.00582402528918,1060.112849579,940.271328753537,3,20,2000,20,6.8,10
rep3_k20_lambda2000_mu20,sigma,4.4864174625,4.34343,0.869415944222559,0.774421283999999,3.3283195,6.138212,1.00608496238613,1066.15874148263,865.999018152723,3,20,2000,20,6.8,10
rep3_k20_lambda2000_mu20,lambda,502.17644175,499.7515,73.5205353480922,74.5354911,385.93235,627.51095,1.00196653819872,1347.12699909756,1335.82173574533,3,20,2000,20,6.8,10
rep3_k20_lambda2000_mu50,lp__,208.55757725,208.909,1.32619779527056,1.03040700000003,205.88285,209.97605,1.00825685994533,1094.13245391532,1191.62459139731,3,20,2000,50,17,10
rep3_k20_lambda2000_mu50,mu,70.00066045,70.70185,6.20268159021469,6.12261909000001,58.43029,78.809715,1.00526855165096,815.446125838393,1077.32680012941,3,20,2000,50,17,10
rep3_k20_lambda2000_mu50,sigma,12.3359666675,12.12075,2.14305683917409,2.10002877,9.2949645,16.289465,1.0041673025938,806.385692830123,1108.22711262571,3,20,2000,50,17,10
rep3_k20_lambda2000_mu50,lambda,509.9961795,506.386,75.2318443069871,73.8149475,391.7052,638.44175,1.00381085370811,1322.13431886644,1442.99674747724,3,20,2000,50,17,10
rep3_k20_lambda30_mu100,lp__,168.37320425,168.6865,1.24177020754406,1.03263089999998,165.8671,169.722,1.00303730532251,1356.55781820016,2058.99656461595,3,20,30,100,34,10
rep3_k20_lambda30_mu100,mu,65.593507325,65.7794,7.32293238877374,7.22723021999999,53.486085,77.29967,1.00233550630918,1311.34833761289,1502.22315107881,3,20,30,100,34,10
rep3_k20_lambda30_mu100,sigma,32.535901975,32.44085,2.45854440831064,2.42494056,28.688815,36.61494,1.00179945863039,1351.44175155299,1583.65934169203,3,20,30,100,34,10
rep3_k20_lambda30_mu100,lambda,487.4296655,484.602,71.2066856754394,68.6199171,375.37585,610.53205,1.0026295891051,1783.03801857384,1802.94091633363,3,20,30,100,34,10
